Predicted XUV Line Intensities
CHIANTI database - Version 10.0.1
Calculated with Constant density=  1.00e+10 (cm-3) 
500.1 to 1599.9 Angstroms
Number of lines:  30054
Minimum intensity =        259397.92
Units are:  photons cm-2 sr-1 s-1
Lines marked with a * do not have correspondent observed energy levels 
and have approximate wavelengths.
Calculated: 13/Oct/21 14:22:14

Ionization Fractions file: chianti.ioneq
ionization equilibrium:  CHIANTI
 produced as part of the CHIANTI atomic data base collaboration
  Created on Fri Oct  9 11:46:20 2020

 Elemental Abundance file: sun_coronal_1992_feldman_ext.abund
elemental abundances: Feldman, U., Mandelbaum, P., Seely, J.L., Doschek, G.A., Gursky H., 1992, ApJSS, 81, 387
Potassium abundance: Landi, Feldman and Dere 2002, ApJ, 139, 281
 Li,Be,B,F,P,Cl,Sc,Ti,V,Cr,Mn,Co,Cu and Zn abundances: Grevesse N., Sauval A.J., 1998, Space Science 
          Reviews, 85, 161 (photospheric values) with low-FIP elements increased by a factor 3.5
 produced for the CHIANTI atomic database by Enrico Landi, Jun 2002
comment:
    Filename changed, Peter Young 27-Jun-2012 (previous name: sun\_coronal\_ext.abund)
Minimum abundance =   1.38038e-07

Differential Emission Measure file: coronal_hole.dem
filename: coronal\_hole.dem
dem: produced by chianti\_dem.pro 
 Comment: the DEM was derived using the Vernazza \& Reeves 1978 ApJSS, 37, 485 average coronal hole,
           the sun\_coronal.abund file and a constant pressure of 3.00e+15 cm-3 K.
 produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
   K.P.Dere  - Aug 2002

Wavelength (A) Intensity  Ion        Tmax  Transition 
675.6940     2.00e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 4D5/2 - 3s2 3p4 3d3 2P3/2
675.7240     2.62e+05 Fe IX *        5.8   3s2 3p5 4p 1P1 - 3s 3p5 3d2 1S0
675.7300     8.01e+05 O IV *         5.3   2s 2p 3d 2F7/2 - 2p2 3d 2D5/2
675.7330     5.55e+06 O V *          5.4   2p 3d 3F3 - 2p 4f 3F3
675.7740     1.37e+06 Al II *        4.4   3s2 1S0 - 3p 4s 1P1
675.7960     2.94e+07 C II *         4.7   2s 2p2 2D3/2 - 2s 2p 3s 2P3/2
675.8070     1.44e+08 C II *         4.7   2s 2p2 2D3/2 - 2s 2p 3s 2P1/2
675.8080     2.60e+08 C II *         4.7   2s 2p2 2D5/2 - 2s 2p 3s 2P3/2
675.8130     3.77e+05 Fe IX *        5.9   3s 3p6 4p 3P1 - 3s 3p6 4d 1D2
675.8640     8.67e+06 Fe IX *        5.9   3s2 3p4 3d 4s 3F4 - 3s2 3p4 3d 4p 3F4
675.8950     6.27e+06 Si VI *        5.8   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(1D).3d 2S1/2
675.9310     5.55e+05 Fe VIII *      5.8   3s2 3p4 3d3 4H9/2 - 3s2 3p5 3d 4d 4G11/2
675.9410     3.43e+05 Al V           5.6   2s2 2p4 3d 4P5/2 - 2s2 2p4 4f 4D5/2
675.9690     4.69e+05 O V *          5.4   2p 3d 3F3 - 2p 4f 3F2
675.9860     7.98e+05 Fe VIII *      5.8   3s2 3p4 3d3 4P5/2 - 3s2 3p5 3d 4d 2D5/2
675.9990     5.43e+07 Fe III         4.6   3s2 3p6 3d6 3D1 - 3s2 3p6 3d5 4p 3P0
676.0060     1.53e+09 S IV           5.1   3s.3p2 2S1/2 - 3s.3p(3P).4s 2P1/2
676.0440     7.82e+06 Fe III         4.6   3s2 3p6 3d6 1D2 - 3s2 3p6 3d5 4p 1D2
676.0820     8.10e+05 Na VII         5.8   2s 2p2 2S1/2 - 2p3 2D3/2
676.1100     3.90e+05 Fe VIII *      5.8   3s2 3p4 3d3 2D5/2 - 3s2 3p5 3d 4d 2P3/2
676.2520     7.85e+07 S V            5.2   3p2 3P0 - 3p 3d 3D1
676.2610     8.36e+06 Mg VII         5.8   2s2 2p2 1S0 - 2s 2p3 3D1
676.2830     7.71e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2G7/2 - 3s2 3p5 3d 4d 2F5/2
676.2930     4.69e+07 Ca IX          5.8   3s2 1S0 - 3s 3p 3P2
676.2930     3.95e+05 Fe VIII *      5.8   3s2 3p4 3d3 4D3/2 - 3s2 3p5 3d 4d 4F3/2
676.3000     4.86e+08 Fe IX *        5.8   3s2 3p5 4p 3D3 - 3s2 3p5 4d 3D3
676.3100     9.59e+07 S VIII         5.9   2s2.2p4(3P).3p 4D7/2 - 2s2.2p4(3P).3d 4F9/2
676.3150     2.85e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4D3/2 - 3s2 3p5 3d 4d 2P1/2
676.3260     4.76e+06 Si V           5.6   2s2 2p5 3d 3D2 - 2s2 2p5 4f 3F2
676.3430     7.73e+05 Fe VIII *      5.8   3s2 3p4 3d3 2P3/2 - 3s2 3p5 3d 4d 2D5/2
676.3660     7.83e+05 Fe X *         5.9   3s2 3p4 4p 4D5/2 - 3s 3p4 3d2 2F7/2
676.3790     4.75e+05 Al V           5.6   2s2 2p4 3d 2F7/2 - 2s2 2p4 4f 2G9/2
676.4210     2.98e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 4P1/2 - 3s2 3p5 3d 4p 4D1/2
676.4240     3.47e+05 N III *        5.1   2s2 4d 2D5/2 - 2p2 3p 2P3/2
676.4530     3.05e+06 Ne VII         5.8   2s 4s 3S1 - 2s 5p 3P0
676.4530     7.26e+06 Ne VII         5.8   2s 4s 3S1 - 2s 5p 3P1
676.4530     1.44e+07 Ne VII         5.8   2s 4s 3S1 - 2s 5p 3P2
676.4770     5.31e+06 S VII *        5.8   2s 2p6 3p 1P1 - 2s 2p6 3d 1D2
676.5020     5.85e+05 Si V           5.6   2s2 2p5 3d 3D2 - 2s2 2p5 4f 3G3
676.5030     2.89e+09 Si IX          5.9   2s2 2p2 3P1 - 2s 2p3 5S2
676.5170     5.85e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 2P3/2 - 3s2 3p4 3d3 2P3/2
676.5200     5.19e+05 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 1G4
676.5320     3.51e+07 Si V           5.6   2s2 2p5 3d 3D2 - 2s2 2p5 4f 3F3
676.5950     4.84e+05 Al V           5.7   2s2 2p4 3d 2P1/2 - 2s2 2p4 4f 2D3/2
676.6300     4.45e+05 O V *          5.4   2p 3d 3F3 - 2p 4f 1F3
676.6540     7.88e+06 O V *          5.4   2p 3d 3F4 - 2p 4f 3F4
676.6720     1.31e+07 Fe IX *        5.8   3s2 3p4 3d2 3P1 - 3s2 3p5 4d 3P1
676.7000     2.01e+06 Fe VIII *      5.8   3s2 3p4 3d3 4D5/2 - 3s2 3p5 3d 4d 4G5/2
676.7730     4.55e+05 Na VII         5.8   2s2 3p 2P3/2 - 2s 2p 3p 2D5/2
676.7820     1.82e+09 Fe VII *       5.7   3p5 3d3(b 2D) 3D3 - 3p6 3d 4d 3F4
676.8680     5.30e+05 Fe IX *        5.8   3s2 3p5 4d 3P2 - 3s2 3p4 3d 4s 5D3
676.8930     5.86e+05 O V *          5.4   2p 3d 3F4 - 2p 4f 3F3
676.8970     3.88e+05 Fe IX *        5.8   3s2 3p4 3d2 1G4 - 3s 3p5 3d2 3F4
676.9750     1.90e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4P3/2 - 3s2 3p5 3d 4d 2F5/2
676.9930     4.08e+05 O IV *         5.3   2s 2p 3d 2F5/2 - 2p2 3d 2F5/2
677.0250     3.20e+05 Fe VIII *      5.8   3s2 3p4 3d3 2D3/2 - 3s2 3p5 3d 4d 2P3/2
677.0570     2.07e+06 Mg III *       5.2   2s2 2p5 3p 1D2 - 2s2 2p5 6d 3D3
677.0820     1.21e+06 Al III         4.7   3p 2P1/2 - 6d 2D3/2
677.1140     3.01e+06 S V *          5.3   3p 4s 1P1 - 3d 4s 1D2
677.1210     1.55e+06 Fe X *         5.9   3s2 3p4 4p 4D1/2 - 3s2 3p4 4d 2D3/2
677.1580     2.83e+05 Fe X *         5.9   3s2 3p4 3d 2D5/2 - 3s 3p5 3d 4D7/2
677.1760     1.63e+06 Fe VIII *      5.8   3s 3p6 3d2 4F7/2 - 3s2 3p5 3d 4s 4D5/2
677.1810     7.91e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 2F7/2 - 3s2 3p5 3d 4d 2F7/2
677.2200     9.36e+05 Fe IX *        5.8   3s2 3p5 4f 3D2 - 3s2 3p4 3d 4p 3P1
677.2220     1.47e+06 Fe VIII *      5.8   3s2 3p4 3d3 4D1/2 - 3s2 3p5 3d 4d 4F3/2
677.2450     4.59e+05 Al V           5.7   2s2 2p4 3d 2F5/2 - 2s2 2p4 4f 2F7/2
677.2500     3.21e+05 Si V           5.6   2s2 2p5 3d 1F3 - 2s2 2p5 4f 1D2
677.3250     3.43e+08 S V            5.2   3p2 3P1 - 3p 3d 3D2
677.3460     4.88e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 4F5/2 - 3s2 3p4 3d3 2F7/2
677.3970     7.25e+05 Al V           5.7   2s2 2p4 3d 2P3/2 - 2s2 2p4 4f 2P3/2
677.4300     6.06e+05 Mg VI *        5.8   2s2.2p2(3P).3p 2S1/2 - 2s2.2p2(1D).3d 2P3/2
677.4990     6.32e+05 Ne V *         5.6   2s 2p2 3d 5P1 - 2s 2p2 4f 5D0
677.5220     4.00e+06 Fe IX *        5.9   3s 3p5 3d2 3F4 - 3s2 3p5 4f 3G5
677.5270     9.88e+06 Si V           5.6   2s2 2p5 3d 1F3 - 2s2 2p5 4f 3D3
677.5760     5.21e+06 S VIII         5.9   2s2.2p4(3P).3p 4D1/2 - 2s2.2p4(3P).3d 4F3/2
677.6620     5.36e+07 S III          4.8   3s2.3p2 3P2 - 3s2.3p.4s 1P1
677.7090     8.50e+05 Al V *         5.7   2s2 2p4 3d 2D5/2 - 2s2 2p4 4f 2F7/2
677.7280     1.81e+10 S III          4.8   3s2.3p2 3P0 - 3s2.3p.3d 3D1
677.7410     2.62e+08 S VII          5.8   2s2 2p5 3p 3D2 - 2s2 2p5 3d 3F3
677.7480     5.57e+06 Fe IX *        5.8   3s2 3p5 4p 3D1 - 3s 3p5 3d2 1D2
677.7500     6.01e+06 Ar X           6.0   2s2.2p4(3P).3s 4P5/2 - 2s2.2p4(3P).3p 4D7/2
677.7550     2.58e+06 Fe VIII *      5.8   3s2 3p4 3d3 4H7/2 - 3s2 3p5 3d 4d 4G9/2
677.7680     3.79e+08 S IV           5.1   3s.3p2 2D3/2 - 3s.3p(3P).3d 2F5/2
677.8840     1.79e+08 Fe VII         5.7   3p6 3d 4p 1D2 - 3p6 3d 4d 3P2
677.9110     6.35e+05 Mg III *       5.2   2s2 2p5 3p 1D2 - 2s2 2p5 6d 3F3
677.9200     3.49e+05 Ne VII         5.8   2p 4s 3P2 - 2p 5p 3P1
677.9200     4.75e+05 Ne VII         5.8   2p 4s 3P2 - 2p 5p 3P2
677.9840     7.20e+06 S VII          5.8   2s2 2p5 3p 1D2 - 2s2 2p5 3d 3D2
677.9840     3.27e+09 S IV           5.1   3s.3p2 2D5/2 - 3s.3p(3P).3d 2F5/2
678.0400     1.23e+06 Mg III *       5.2   2s2 2p5 3p 3P1 - 2s2 2p5 6d 3D2
678.0860     1.14e+09 S IV           5.1   3s.3p2 2P1/2 - 3s.3p(1P).3d 2D3/2
678.0900     5.91e+05 O IV *         5.3   2s 2p 3d 2F7/2 - 2p2 3d 2F7/2
678.0950     9.17e+05 Ar VII         5.6   3s 4p 3P1 - 3p 4p 3P2
678.1020     8.65e+07 S V            5.2   3p2 3P1 - 3p 3d 3D1
678.1040     5.33e+05 Ne VII         5.8   2p 4s 1P1 - 2p 5p 1D2
678.1550     3.34e+05 Al III         4.7   3p 2P3/2 - 6d 2D3/2
678.1550     1.27e+06 Mg III *       5.2   2s2 2p5 3p 1D2 - 2s2 2p5 6d 3P2
678.1560     3.00e+06 Al III         4.7   3p 2P3/2 - 6d 2D5/2
678.1780     7.25e+06 Fe IX *        5.9   3s2 3p5 4f 3G5 - 3s2 3p4 3d 4p 3F4
678.1980     7.85e+05 Mg VII *       5.8   2s2 2p 4p 3D1 - 2s2 2p 5s 3P1
678.2280     6.10e+05 Al V *         5.7   2s2 2p4 3d 2D3/2 - 2s2 2p4 4f 2F5/2
678.2420     4.80e+06 S VIII *       5.9   2s2.2p4(3P).3p 2D3/2 - 2s2.2p4(3P).3d 2F5/2
678.2880     3.88e+08 Fe VII *       5.7   3p5 3d3(b 2D) 3D2 - 3p6 3d 4d 3F3
678.2890     5.36e+07 Fe IX *        5.8   3s2 3p5 4p 1P1 - 3s2 3p5 4d 3D1
678.3990     1.75e+06 Fe III         4.5   3s2 3p6 3d6 5D4 - 3s2 3p6 3d5 4p 3G5
678.4120     7.60e+05 Fe VIII *      5.8   3s2 3p4 3d3 2F5/2 - 3s2 3p5 3d 4d 4D3/2
678.4210     3.81e+06 Fe VIII *      5.8   3s2 3p4 3d3 4P1/2 - 3s2 3p5 3d 4d 4D3/2
678.4540     3.91e+10 S III          4.8   3s2.3p2 3P1 - 3s2.3p.3d 3D2
678.4630     1.74e+08 Fe VII *       5.7   3p5 3d3(2G) 3F4 - 3p6 3d 4d 3F3
678.4720     8.35e+05 Na VII         5.8   2s 2p 3s 2P3/2 - 2s 2p 3p 2D5/2
678.5670     8.12e+06 Si V           5.6   2s2 2p5 3d 1F3 - 2s2 2p5 4f 1G4
678.6650     1.11e+06 Ni XI *        5.9   3s2 3p5 4d 3F4 - 3s2 3p5 4f 3G5
678.7980     6.23e+05 Fe IX *        5.8   3s2 3p4 3d2 3P2 - 3s 3p5 3d2 3D2
678.8060     4.35e+06 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 1H5
678.8060     8.08e+08 S IV           5.1   3s.3p2 2S1/2 - 3s.3p(3P).4s 2P3/2
678.8540     3.46e+05 Fe VIII *      5.8   3s2 3p4 3d3 4P3/2 - 3s2 3p5 3d 4d 2D3/2
678.8540     1.52e+08 S VII          5.8   2s2 2p5 3p 3D1 - 2s2 2p5 3d 3F2
678.9000     7.86e+07 O IV *         5.3   2s 2p 3s 4P1/2 - 2s 2p 4p 4D3/2
678.9540     2.85e+06 O IV           5.3   2s 2p 3s 2P1/2 - 2p2 3s 2D3/2
678.9580     7.21e+08 S V            5.2   3s 3d 1D2 - 3s 4f 1F3
679.0020     1.96e+08 O IV *         5.3   2s 2p 3s 4P3/2 - 2s 2p 4p 4D5/2
679.0430     6.41e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2F7/2 - 3s2 3p5 3d 4d 2D5/2
679.0620     1.45e+06 Al V *         5.6   2s2 2p4 3d 4P3/2 - 2s2 2p4 4p 2F5/2
679.0870     5.16e+05 Fe IX *        5.9   3s2 3p5 5p 3P2 - 3s2 3p3 3d3 3F3
679.1020     1.70e+10 S III          4.8   3s2.3p2 3P1 - 3s2.3p.3d 3D1
679.1300     2.24e+09 Fe III         4.6   3s2 3p6 3d6 3H6 - 3s2 3p6 3d5 4p 3G5
679.1400     8.55e+06 Fe X *         5.9   3s2 3p4 4p 2P1/2 - 3s2 3p4 4d 2D3/2
679.1720     2.74e+06 S IX           6.0   2s2.2p3(2D).3s 3D1 - 2s2.2p3(2D).3p 3P1
679.2140     3.08e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p4 3d3 2F7/2
679.2140     7.72e+07 O IV *         5.3   2s 2p 3s 4P1/2 - 2s 2p 4p 4D1/2
679.2650     6.91e+05 Fe VIII *      5.8   3s2 3p4 3d3 4D3/2 - 3s2 3p5 3d 4d 4P1/2
679.2690     8.32e+05 Fe VIII *      5.8   3s2 3p4 3d3 2F5/2 - 3s2 3p5 3d 4d 2G7/2
679.2770     6.71e+06 S VIII         5.9   2s2.2p4(3P).3p 4D7/2 - 2s2.2p4(3P).3d 4F7/2
679.3060     3.71e+08 O IV *         5.3   2s 2p 3s 4P5/2 - 2s 2p 4p 4D7/2
679.3150     2.06e+06 N III          5.1   2p3 2P1/2 - 2s 2p 3p 2P3/2
679.3350     1.03e+07 N III          5.1   2p3 2P3/2 - 2s 2p 3p 2P3/2
679.3620     5.13e+05 Al V           5.6   2s2 2p4 3d 2F7/2 - 2s2 2p4 4f 2G9/2
679.3710     5.22e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2D3/2 - 3s2 3p5 3d 4d 4G5/2
679.4400     3.08e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2F5/2 - 3s2 3p5 3d 4p 2P3/2
679.4700     4.11e+06 N III          5.1   2p3 2P1/2 - 2s 2p 3p 2P1/2
679.4890     1.96e+06 N III          5.1   2p3 2P3/2 - 2s 2p 3p 2P1/2
679.4910     9.73e+05 Fe X *         5.9   3s2 3p4 4p 2D5/2 - 3s2 3p4 4d 2F5/2
679.5010     5.69e+05 Mg III         5.2   2s2 2p5 3p 3P2 - 2s2 2p5 7d 3P1
679.5140     7.27e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4D1/2 - 3s2 3p5 3d 4d 4P1/2
679.5230     1.87e+06 Ar VII         5.6   3s 4p 3P2 - 3p 4p 3P2
679.5320     9.64e+07 O IV *         5.3   2s 2p 3s 4P3/2 - 2s 2p 4p 4D3/2
679.5830     2.81e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 4F7/2 - 3s2 3p5 3d 4p 4D5/2
679.6620     4.75e+05 Al V           5.7   2s2 2p4 3d 2F7/2 - 2s2 2p4 4f 2F7/2
679.6620     3.62e+05 Mg VI *        5.8   2s2.2p2(3P).3p 2S1/2 - 2s2.2p2(1D).3d 2P1/2
679.6950     3.31e+05 Fe IX *        5.9   3s2 3p4 3d 4s 3F3 - 3s2 3p3 3d3 3D3
679.7050     2.33e+06 O IV           5.3   2s 2p 3p 2P1/2 - 2p2 3p 2D3/2
679.7450     1.08e+07 Ne V           5.6   2s2 2p 3d 3D2 - 2s2 2p 4f 3G3
679.7770     6.96e+08 Mg VIII        5.9   2s 2p2 2P1/2 - 2p3 2D3/2
679.7870     7.71e+05 Ne V           5.6   2s 2p2 3d 5P2 - 2s 2p2 4f 3D2
679.8020     1.81e+06 O V *          5.4   2p 3d 1D2 - 2p 4f 3F3
679.8220     2.73e+08 Fe VII         5.7   3p6 3d 4p 3D1 - 3p6 3d 4d 3P1
679.8330     5.08e+05 Ne V           5.6   2s 2p2 3d 5P2 - 2s 2p2 4f 5D1
679.8470     1.49e+07 O IV *         5.3   2s 2p 3s 4P3/2 - 2s 2p 4p 4D1/2
679.8820     1.98e+06 Mg VII *       5.8   2s2 2p 4p 3D1 - 2s2 2p 5s 3P0
679.9060     2.82e+05 Al V           5.6   2s2 2p4 3d 4P3/2 - 2s2 2p4 4f 2D3/2
679.9360     6.54e+06 Mg VII *       5.8   2s2 2p 4p 3D2 - 2s2 2p 5s 3P1
679.9580     1.43e+08 Fe VII *       5.7   3p5 3d3(2P) 3P1 - 3p6 3d 4d 3P2
679.9690     5.13e+07 O III *        5.1   2s2 2p 3p 1P1 - 2s 2p2 3p 1P1
679.9990     4.00e+06 Fe X *         5.9   3s2 3p4 4p 2D3/2 - 3s2 3p4 4d 2D3/2
680.0010     2.77e+05 S VII *        5.8   2s 2p6 3p 1P1 - 2s2 2p5 7p 1S0
680.0080     4.22e+07 Fe VII *       5.7   3p5 3d3(4F) 5G2 - 3p6 3d 4d 3F2
680.0630     4.26e+05 O IV           5.3   2s 2p 3p 2P3/2 - 2p2 3p 2D3/2
680.0690     7.83e+07 O IV *         5.3   2s 2p 3s 4P5/2 - 2s 2p 4p 4D5/2
680.1120     5.10e+06 O IV           5.3   2s 2p 3s 2P3/2 - 2p2 3s 2D5/2
680.1190     4.91e+05 Si VI *        5.8   2s2.2p4(3P).3p 2S1/2 - 2s2.2p4(1D).3d 2S1/2
680.1770     3.50e+05 O IV           5.3   2s 2p 3s 2P3/2 - 2p2 3s 2D3/2
680.1820     1.22e+06 Si V           5.6   2s2 2p5 3d 1F3 - 2s2 2p5 4f 3D2
680.1980     4.22e+06 O IV           5.3   2s 2p 3p 2P3/2 - 2p2 3p 2D5/2
680.2260     1.03e+06 S IX           6.0   2s2.2p3(2D).3s 3D2 - 2s2.2p3(2D).3p 3P1
680.2830     8.31e+07 Fe III         4.6   3s2 3p6 3d6 3H5 - 3s2 3p6 3d5 4p 3G5
680.3180     7.51e+07 Al IX          5.9   2s2 2p 2P1/2 - 2s 2p2 4P3/2
680.3240     6.55e+06 Fe IX *        5.8   3s2 3p5 4p 3P2 - 3s2 3p5 4d 1F3
680.3360     2.22e+09 S IV           5.1   3s.3p2 2P3/2 - 3s.3p(1P).3d 2D5/2
680.3390     6.04e+08 S V            5.2   3p2 3P2 - 3p 3d 3D3
680.3600     4.38e+07 Fe IX *        5.8   3s2 3p5 4p 3D2 - 3s2 3p5 4d 3D3
680.4060     6.68e+08 Fe XI          6.0   3s 3p5 3P2 - 3s2 3p3 3d 3F4
680.4160     6.81e+05 Al V           5.7   2s2 2p4 3d 2D3/2 - 2s2 2p4 4f 2F5/2
680.4570     1.83e+07 Ne V           5.6   2s2 2p 3d 3D3 - 2s2 2p 4f 3G4
680.5780     3.97e+05 Al V           5.7   2s2 2p4 3d 2F7/2 - 2s2 2p4 4f 2F7/2
680.5920     3.97e+05 Si V *         5.7   2s2 2p5 4p 3D3 - 2s2 2p5 6d 3D3
680.6010     2.65e+05 Al V           5.7   2s2 2p4 3d 2D5/2 - 2s2 2p4 4f 2F5/2
680.6010     4.70e+05 Al V           5.7   2s2 2p4 3d 2D5/2 - 2s2 2p4 4f 2F7/2
680.6010     8.52e+06 O IV *         5.3   2s 2p 3s 4P5/2 - 2s 2p 4p 4D3/2
680.6560     4.15e+08 S VII          5.8   2s2 2p5 3p 3D3 - 2s2 2p5 3d 3F4
680.6750     6.61e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2D3/2 - 3s2 3p5 3d 4d 4F3/2
680.6760     6.98e+10 S III          4.8   3s2.3p2 3P2 - 3s2.3p.3d 3D3
680.6800     1.26e+08 Fe IX *        5.8   3s2 3p5 4p 3P2 - 3s2 3p5 4d 3D2
680.6840     3.95e+06 Mg VII *       5.8   2s 2p2 3p 1P1 - 2p3 3p 1D2
680.7050     9.15e+08 Fe III         4.6   3s2 3p6 3d6 3H5 - 3s2 3p6 3d5 4p 3G4
680.7100     3.07e+07 O V *          5.4   2p 3d 1D2 - 2p 4f 1F3
680.7350     4.22e+05 Ne V           5.6   2s 2p2 3d 5P1 - 2s 2p2 4f 3D2
680.7440     1.29e+07 S VIII         5.9   2s2.2p4(3P).3p 4D3/2 - 2s2.2p4(3P).3d 4F5/2
680.7490     6.98e+05 Fe III         4.5   3s2 3p6 3d6 5D2 - 3s2 3p6 3d5 4p 3D3
680.7580     1.83e+06 Ne V           5.6   2s 2p2 3d 5P2 - 2s 2p2 4f 5D2
680.7630     6.89e+05 Fe XII *       6.1   3s2 3p2 4s 2D5/2 - 3s2 3p2 4p 2P3/2
680.7820     1.44e+06 Ne V           5.6   2s 2p2 3d 5P1 - 2s 2p2 4f 5D1
680.7950     1.26e+06 Ne V           5.6   2s 2p2 3d 5P3 - 2s 2p2 4f 5D3
680.8000     3.66e+05 Si VI *        5.8   2s2.2p4(1D).3d 2S1/2 - 2s.2p5(3P).3s 2P1/2
680.8250     8.43e+05 Fe III         4.6   3s2 3p6 3d6 1D2 - 3s2 3p6 3d5 4p 3D2
680.8600     1.21e+07 S VIII *       5.9   2s2.2p4(3P).3p 4P1/2 - 2s2.2p4(3P).3d 4D3/2
680.8700     2.72e+06 Fe VII *       5.7   3p5 3d3(b 2D) 3D3 - 3p6 3d 4d 3F3
680.9010     1.97e+08 S V            5.2   3p2 3P2 - 3p 3d 3D2
680.9240     1.88e+10 S III          4.8   3s2.3p2 3P2 - 3s2.3p.3d 3D2
680.9480     6.16e+05 Al V           5.7   2s2 2p4 3d 2P1/2 - 2s2 2p4 4f 2P3/2
680.9730     3.60e+10 S III          4.8   3s2.3p2 3P1 - 3s2.3p.4s 3P2
680.9750     3.08e+08 S IV           5.1   3s.3p2 2P3/2 - 3s.3p(1P).3d 2D3/2
681.0090     2.10e+08 S VII          5.8   2s2 2p5 3p 1D2 - 2s2 2p5 3d 3D3
681.0140     2.29e+07 Fe VII         5.7   3p6 3d 4p 1D2 - 3p6 3d 4d 3P1
681.0830     3.21e+05 Ni XI *        5.9   3s2 3p5 4s 3P1 - 3s2 3p5 4p 1D2
681.1150     8.89e+06 N IV           5.2   2s 3p 3P0 - 2s 5d 3D1
681.1170     1.60e+06 Fe IX *        5.9   3s2 3p5 5p 3D3 - 3s2 3p3 3d3 3F4
681.1220     2.19e+07 Fe III         4.6   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 3G5
681.1430     1.33e+06 Ne V           5.6   2s2 2p 3d 3D3 - 2s2 2p 4f 3G3
681.1460     5.08e+07 Ar VII         5.6   3s 3d 1D2 - 3p 3d 1P1
681.1900     1.88e+07 N IV           5.2   2s 3p 3P1 - 2s 5d 3D2
681.1900     3.02e+05 Al V           5.7   2s2 2p4 3d 2F5/2 - 2s2 2p4 4f 2D5/2
681.1900     6.67e+06 N IV           5.2   2s 3p 3P1 - 2s 5d 3D1
681.2040     7.26e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 4F5/2 - 3s2 3p5 3d 4p 2D3/2
681.2070     5.12e+08 O V            5.4   2s 3d 3D1 - 2s 4f 3F2
681.2230     7.12e+06 Ar IX          5.9   2s2 2p5 3s 3P2 - 2s2 2p5 3p 3D1
681.2270     1.99e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 2P3/2 - 3s2 3p6 6d 2D5/2
681.2530     7.57e+08 O V            5.4   2s 3d 3D2 - 2s 4f 3F3
681.2530     9.49e+07 O V            5.4   2s 3d 3D2 - 2s 4f 3F2
681.3470     2.70e+06 O V            5.4   2s 3d 3D3 - 2s 4f 3F2
681.3470     9.47e+07 O V            5.4   2s 3d 3D3 - 2s 4f 3F3
681.3470     1.21e+09 O V            5.4   2s 3d 3D3 - 2s 4f 3F4
681.3470     4.19e+07 N IV           5.2   2s 3p 3P2 - 2s 5d 3D3
681.3520     6.28e+06 N IV           5.2   2s 3p 3P2 - 2s 5d 3D2
681.3520     4.45e+05 N IV           5.2   2s 3p 3P2 - 2s 5d 3D1
681.3710     1.12e+06 Ne V           5.6   2s 2p2 3d 5P3 - 2s 2p2 4f 3D3
681.3720     3.85e+05 Fe IX *        5.9   3s2 3p5 5p 3D3 - 3s2 3p3 3d3 3F3
681.4230     1.41e+07 Fe IX *        5.8   3s2 3p5 4f 1G4 - 3s2 3p5 5d 1F3
681.4250     5.51e+08 Fe VII         5.7   3p6 3d 4p 3D1 - 3p6 3d 4d 3P0
681.4880     1.49e+10 S III          4.8   3s2.3p2 3P0 - 3s2.3p.4s 3P1
681.5450     2.10e+07 Fe III         4.6   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 3G4
681.5760     1.66e+09 S III          4.8   3s2.3p2 3P2 - 3s2.3p.3d 3D1
681.6210     3.22e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p4 3d3 2D5/2
681.6680     2.39e+06 Ne V           5.6   2s 2p2 3d 5P2 - 2s 2p2 4f 5D3
681.6860     1.03e+07 S V            5.2   3p2 3P2 - 3p 3d 3D1
681.7100     1.04e+06 Ne V           5.6   2s 2p2 3d 5P1 - 2s 2p2 4f 5D2
681.7190     2.93e+10 Na IX          5.9   2s 2S1/2 - 2p 2P3/2
681.7460     5.45e+05 Fe III         4.5   3s2 3p6 3d6 5D1 - 3s2 3p6 3d5 4p 3D2
