Predicted XUV Line Intensities
CHIANTI database - Version 10.0.1
Calculated with Constant density=  1.00e+08 (cm-3) 
165.0 to 295.0 Angstroms
Number of lines:  4124
Minimum intensity =    2.4893286e-06
Units are:  erg cm-2 sr-1 s-1
Calculated: 13/May/22 14:39:16

Ionization Fractions file: chianti.ioneq
ionization equilibrium:  CHIANTI
 produced as part of the CHIANTI atomic data base collaboration
  Created on Fri Oct  9 11:46:20 2020

 Elemental Abundance file: sun_coronal_1992_feldman_ext.abund
elemental abundances: Feldman, U., Mandelbaum, P., Seely, J.L., Doschek, G.A., Gursky H., 1992, ApJSS, 81, 387
Potassium abundance: Landi, Feldman and Dere 2002, ApJ, 139, 281
 Li,Be,B,F,P,Cl,Sc,Ti,V,Cr,Mn,Co,Cu and Zn abundances: Grevesse N., Sauval A.J., 1998, Space Science 
          Reviews, 85, 161 (photospheric values) with low-FIP elements increased by a factor 3.5
 produced for the CHIANTI atomic database by Enrico Landi, Jun 2002
comment:
    Filename changed, Peter Young 27-Jun-2012 (previous name: sun\_coronal\_ext.abund)
Minimum abundance =   1.38038e-07

Differential Emission Measure file: coronal_hole.dem
filename: coronal\_hole.dem
dem: produced by chianti\_dem.pro 
 Comment: the DEM was derived using the Vernazza \& Reeves 1978 ApJSS, 37, 485 average coronal hole,
           the sun\_coronal.abund file and a constant pressure of 3.00e+15 cm-3 K.
 produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
   K.P.Dere  - Aug 2002

Wavelength (A) Intensity  Ion        Tmax  Transition 
194.4690     9.27e-06 O IV          5.30   2s2 2p 2P1/2 - 2s 2p 3d 2P3/2
194.4940     2.96e-05 Ne V          5.60   2p4 3P2 - 2s 2p2 4p 3D2
194.5260     1.55e-04 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 4d 4P3/2
194.5500     4.10e-04 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 4d 4F5/2
194.5580     9.54e-06 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2P1/2
194.5920     6.66e-02 O V           5.45   2s 2p 1P1 - 2p 3p 1P1
194.6030     2.70e-06 Ti XII        6.00   4s 2S1/2 - 5p 2P3/2
194.6090     3.84e-03 Fe XII        6.05   3s2 3p3 4S3/2 - 3s 3p4 2P1/2
194.6150     3.53e-02 Mn IX         5.90   3s2.3p5 2P1/2 - 3s2.3p4(3P).3d 2P1/2
194.6150     9.50e-06 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2P3/2
194.6170     1.42e-04 P IX          5.95   2s2.2p3 2D3/2 - 2s.2p4 2P1/2
194.6380     2.78e-04 Na III        5.15   2s2 2p5 2P1/2 - 2s2 2p4 4d 2P1/2
194.6610     1.13e+01 Fe VIII       5.75   3s2 3p6 3d 2D5/2 - 3s2 3p6 4p 2P3/2
194.6850     4.58e-04 Na III        5.15   2s2 2p5 2P1/2 - 2s2 2p4 4d 2D3/2
194.7710     4.13e-01 Fe VII        5.65   3p6 3d2 3F2 - 3p5 3d3(a 2D) 3F3
194.7930     4.63e-05 Ne V          5.60   2p4 3P1 - 2s 2p2 4p 3D2
194.9030     3.57e-03 Fe XII        6.05   3s2 3p3 2D3/2 - 3s2 3p2 3d 2D5/2
194.9520     2.82e-04 S VIII        5.90   2s2.2p4(3P).3p 4D3/2 - 2s2.2p4(3P).4d 4F5/2
194.9790     5.23e-04 Ne V          5.55   2s 2p3 1P1 - 2s2 2p 4p 1P1
194.9790     1.20e-04 Na III        5.15   2s2 2p5 2P1/2 - 2s2 2p4 4d 4F3/2
195.0030     3.54e-06 O IV          5.30   2s2 2p 2P3/2 - 2s2 4f 2F7/2
195.0360     1.22e-02 Mn X          5.95   3s2.3p4 3P0 - 3s2.3p3(4S).3d 3D1
195.0450     6.98e-05 Na III        5.15   2s2 2p5 2P1/2 - 2s2 2p4 4d 4P3/2
195.1190     2.18e+00 Fe XII        6.05   3s2 3p3 4S3/2 - 3s2 3p2 3d 4P5/2
195.1710     3.07e-04 Fe VII        5.65   3p6 3d2 3F3 - 3p5 3d3(a 2D) 3F3
195.1790     2.14e-02 Fe XII        6.05   3s2 3p3 2D3/2 - 3s2 3p2 3d 2D3/2
195.2450     2.46e-05 Fe XIV        6.15   3s.3p2 4P3/2 - 3s.3p(3P).3d 2F5/2
195.2710     4.47e-06 Ni XVI        6.25   3s2.3p 2P3/2 - 3s2.3d 2D3/2
195.3350     1.76e-05 Ar IX         5.95   2s2 2p5 3p 3P0 - 2s2 2p5 4s 1P1
195.3460     9.95e-06 Ar IX         5.95   2s2 2p5 3d 3P2 - 2s2 2p5 4f 3F3
195.3600     1.20e-01 Ne V          5.55   2s 2p3 3P2 - 2s 2p2 3s 3P2
195.3610     4.01e-02 Ne V          5.55   2s 2p3 3P1 - 2s 2p2 3s 3P2
195.3890     1.41e-01 Fe X          5.95   3s2 3p5 2P3/2 - 3s2 3p4 3d 2D3/2
195.3900     3.63e+00 Fe VII        5.65   3p6 3d2 3F4 - 3p5 3d3(2H) 3G5
195.4190     4.22e-06 Ne IV         5.35   2s2.2p3 4S3/2 - 2s2.2p2(1D).3s 2D5/2
195.4840     2.84e+00 Fe VII        5.65   3p6 3d2 3F3 - 3p5 3d3(2H) 3G4
195.5100     3.14e-03 Ni XII        6.00   3s2 3p5 2P3/2 - 3s2 3p4 3d 4P3/2
195.5290     7.32e-04 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 4s 2D5/2
195.5290     6.09e-05 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 4s 2D3/2
195.5360     3.71e-06 Ni XV         6.20   3s2 3p2 1D2 - 3s2 3p 3d 1D2
195.5600     3.74e-02 Ne V          5.55   2s 2p3 3P2 - 2s 2p2 3s 3P1
195.5610     2.44e-02 Ne V          5.55   2s 2p3 3P1 - 2s 2p2 3s 3P1
195.5730     3.18e-02 Ne V          5.55   2s 2p3 3P0 - 2s 2p2 3s 3P1
195.6190     2.85e-02 Ne V          5.55   2s 2p3 3P1 - 2s 2p2 3s 3P0
195.6600     4.50e-06 Fe VII        5.65   3p6 3d2 3F4 - 3p5 3d3(a 2D) 3F3
195.7360     2.20e-04 S VII         5.85   2s2 2p5 3p 3D1 - 2s2 2p5 5s 1P1
195.7920     3.42e-05 O IV          5.30   2s2 2p 2P1/2 - 2s 2p 3d 2F5/2
195.8480     2.21e-03 Mg IX         5.95   2s 3s 1S0 - 2s 4p 1P1
195.8490     3.18e-02 Mn X          5.95   3s2.3p4 3P1 - 3s2.3p3(4S).3d 3D2
195.8510     5.79e-05 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2F7/2
195.8600     7.79e-01 O IV          5.30   2s2 2p 2P1/2 - 2s2 4d 2D3/2
195.9410     1.00e-05 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2F5/2
195.9720     7.11e+00 Fe VIII       5.75   3s2 3p6 3d 2D3/2 - 3s2 3p6 4p 2P1/2
195.9740     1.08e-01 Fe VII        5.65   3p6 3d2 3F4 - 3p5 3d3(2H) 3G4
196.0050     2.14e-04 Mg IX         5.95   2p 3p 1P1 - 2p 4d 1P1
196.0060     1.43e+00 O IV          5.30   2s2 2p 2P3/2 - 2s2 4d 2D5/2
196.0080     1.56e-01 O IV          5.30   2s2 2p 2P3/2 - 2s2 4d 2D3/2
196.0410     8.58e-04 Ni XII        6.00   3s2 3p5 2P3/2 - 3s2 3p4 3d 2F7/2
196.0480     1.59e+00 Fe VII        5.65   3p6 3d2 3F2 - 3p5 3d3(2H) 3G3
196.0530     4.28e-04 Na III        5.15   2s2 2p5 2P1/2 - 2s2 2p4 4s 2D3/2
196.1080     7.00e-04 S X           6.00   2s2.2p3 2P1/2 - 2s.2p4 2P3/2
196.1190     1.96e-05 Ca IX         5.80   3s 3d 3D1 - 3p 4s 3P0
196.1950     1.65e-05 Ar IX         5.95   2s2 2p5 3p 1S0 - 2s 2p6 3p 1P1
196.2010     1.20e-05 Ni XIV        6.15   3s2.3p3 2P1/2 - 3s2.3p2(3P).3d 2P1/2
196.2130     1.31e+00 Fe VII        5.60   3p6 3d2 1G4 - 3p5 3d3(2H) 1H5
196.3500     1.05e-02 Mn IX         5.90   3s2.3p5 2P1/2 - 3s2.3p4(3P).3d 2P3/2
196.4260     2.57e-01 Fe VII        5.65   3p6 3d2 3F3 - 3p5 3d3(a 2D) 3F4
196.4530     1.59e-01 Fe VII        5.65   3p6 3d2 3F3 - 3p5 3d3(2H) 3G3
196.4640     9.90e-04 K VIII        5.75   3p2 1D2 - 3s 4f 1F3
196.5210     1.94e-03 Ne VI         5.70   2p3 2P1/2 - 2s 2p 3p 2S1/2
196.5250     8.75e-03 Fe XIII       6.10   3s2 3p2 1D2 - 3s2 3p 3d 1F3
196.5370     3.88e-03 Ne VI         5.70   2p3 2P3/2 - 2s 2p 3p 2S1/2
196.5630     2.09e-04 S VIII        5.90   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(3P).4d 2D5/2
196.6400     6.99e-02 Fe XII        6.05   3s2 3p3 2D5/2 - 3s2 3p2 3d 2D5/2
196.6500     5.59e-01 Fe VIII       5.75   3s2 3p6 3d 2D3/2 - 3s2 3p5 3d2 2P3/2
196.7230     3.43e-05 S VIII        5.90   2s2.2p4(1D).3p 2D3/2 - 2s2.2p4(1D).4d 2D3/2
196.7230     4.56e-06 S VIII        5.90   2s2.2p4(1D).3p 2D3/2 - 2s2.2p4(1D).4d 2S1/2
196.7650     9.50e-04 P VIII        5.90   2s2.2p4 1D2 - 2s.2p5 1P1
196.7710     2.96e-05 S VIII        5.90   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(3P).4d 2P3/2
196.8140     2.31e-03 S X           6.00   2s2.2p3 2P3/2 - 2s.2p4 2P3/2
196.9200     1.51e-03 N IV          5.25   2s 2p 3P0 - 2s 6d 3D1
196.9210     8.80e-02 Fe VII        5.65   3p6 3d2 3F4 - 3p5 3d3(a 2D) 3F4
196.9210     3.53e-03 Fe XII        6.05   3s2 3p3 2D5/2 - 3s2 3p2 3d 2D3/2
196.9440     2.94e-03 N IV          5.25   2s 2p 3P1 - 2s 6d 3D2
196.9440     1.14e-03 N IV          5.25   2s 2p 3P1 - 2s 6d 3D1
196.9470     1.52e-05 Cr IX         5.90   3s2.3p4 3P2 - 3s2.3p3(2D).3d 1F3
196.9480     2.21e-03 Fe VII        5.65   3p6 3d2 3F4 - 3p5 3d3(2H) 3G3
197.0000     7.57e-05 N IV          5.25   2s 2p 3P2 - 2s 6d 3D1
197.0000     9.81e-04 N IV          5.25   2s 2p 3P2 - 2s 6d 3D2
197.0000     7.79e-03 N IV          5.25   2s 2p 3P2 - 2s 6d 3D3
197.0290     2.46e-04 P IX          5.95   2s2.2p3 2D3/2 - 2s.2p4 2P3/2
197.0331     1.93e-03 C V           5.90   1s.2p 1P1 - 1s.4d 1D2
197.0380     9.31e-06 Si VIII       5.90   2s.2p4 4P5/2 - 2p5 2P3/2
197.0860     2.91e-06 S VIII        5.90   2s2.2p4(1D).3p 2D5/2 - 2s2.2p4(1D).4d 2D3/2
197.1120     3.05e-05 S VIII        5.90   2s2.2p4(3P).3p 4S3/2 - 2s2.2p4(3P).4d 2D5/2
197.1300     2.07e-04 S VIII        5.90   2s2.2p4(1D).3p 2D5/2 - 2s2.2p4(1D).4d 2D5/2
197.2280     5.13e-02 N IV          5.25   2s2 1S0 - 2s 4p 1P1
197.2400     1.24e-05 S VIII        5.90   2s2.2p4(1D).3p 2D3/2 - 2s2.2p4(1D).4d 2P3/2
197.2560     1.51e-03 P IX          5.95   2s2.2p3 2D5/2 - 2s.2p4 2P3/2
197.3620     3.07e+00 Fe VIII       5.75   3s2 3p6 3d 2D5/2 - 3s2 3p5 3d2 2P3/2
197.3800     1.40e-03 S VII         5.85   2s2 2p5 3s 3P1 - 2s2 2p5 4p 1S0
197.4100     1.95e-05 Fe XIV        6.15   3p3 2P3/2 - 3p2.3d 2D5/2
197.4310     2.31e-02 Fe XIII       6.10   3s2 3p2 3P0 - 3s2 3p 3d 3D1
197.4470     4.26e-06 Ar IX         5.95   2s2 2p5 3d 3F3 - 2s2 2p5 4f 3G4
197.4670     7.05e-05 S VII         5.85   2s2 2p5 3p 3P2 - 2s2 2p5 5s 1P1
197.4770     1.86e-05 S VIII        5.90   2s2.2p4(1D).3p 2D3/2 - 2s2.2p4(1D).4d 2P1/2
197.5660     8.32e-05 O V           5.45   2p2 1D2 - 2s 4p 1P1
197.6050     6.80e-05 S VIII        5.90   2s2.2p4(1D).3p 2D5/2 - 2s2.2p4(1D).4d 2P3/2
197.6490     4.07e-06 Ar IX         5.90   2s2 2p5 3p 1D2 - 2s2 2p5 4s 3P2
197.7020     3.11e-05 O V           5.45   2p2 3P0 - 2p 3d 1P1
197.7630     7.33e-06 O V           5.45   2p2 3P1 - 2p 3d 1P1
197.7680     2.86e-03 Si VII        5.80   2s2.2p4 3P2 - 2s.2p5 1P1
197.8160     9.68e-05 Fe XII        6.05   3s2 3p3 2P1/2 - 3s2 3p2 3d 2S1/2
197.8540     4.39e+00 Fe IX         5.85   3s2 3p5 3d 1P1 - 3s2 3p5 4p 1S0
197.9850     8.21e-06 Ar IX         5.90   2s2 2p5 3p 3P1 - 2s2 2p5 4s 3P2
198.0806     3.32e-03 C V           5.90   1s.2p 1P1 - 1s.4s 1S0
198.1800     2.45e-05 Si VIII       5.90   2s2.2p3 4S3/2 - 2s.2p4 2S1/2
198.2900     2.72e-05 S VIII        5.90   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(3P).4d 2F5/2
198.3140     3.55e-05 Si X          6.05   2s 2p 3s 2P1/2 - 2s2 4d 2D3/2
198.3230     2.25e-05 O V           5.45   2p2 1D2 - 2s 4p 3P2
198.3340     3.56e-06 O V           5.45   2p2 1D2 - 2s 4p 3P1
198.3420     1.45e-05 Ni XIV        6.15   3s2.3p3 2P1/2 - 3s2.3p2(3P).3d 4P1/2
198.3750     9.91e-06 O IV          5.30   2s2 2p 2P1/2 - 2s 2p 3d 2D5/2
198.4160     2.53e-04 Mn X          5.95   3s2.3p4 1S0 - 3s2.3p3(2P).3d 1P1
198.4240     1.93e-01 Ni XI         5.90   3s2 3p6 1S0 - 3s2 3p5 3d 3F2
198.4380     2.79e-06 Si VIII       5.90   2s.2p4 4P3/2 - 2p5 2P3/2
198.5060     3.48e-04 K VIII        5.70   3s 3p 3P0 - 3s 4s 3S1
198.5270     3.31e-05 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2D5/2
198.5380     2.15e-01 Fe XI         6.00   3s2 3p4 1D2 - 3s2 3p3 3d 3P1
198.5530     1.36e+00 S VIII        5.85   2s2.2p5 2P3/2 - 2s.2p6 2S1/2
198.5810     3.37e-03 Fe XII        6.05   3s2 3p3 2P1/2 - 3s2 3p2 3d 2P3/2
198.7013     4.24e-06 C V           5.95   2s.2p 3P1 - 2s.3d 3D2
198.7390     2.91e-04 N IV          5.25   2s 2p 3P0 - 2s 6s 3S1
198.7640     8.68e-04 N IV          5.25   2s 2p 3P1 - 2s 6s 3S1
198.7771     8.28e-06 C V           5.95   2s.2p 3P2 - 2s.3d 3D3
198.8210     1.44e-03 N IV          5.25   2s 2p 3P2 - 2s 6s 3S1
198.8280     3.96e-06 Ni XV         6.20   3s2 3p2 1D2 - 3s2 3p 3d 3P1
198.8390     1.97e-04 S VII         5.85   2s2 2p5 3p 1S0 - 2s2 2p5 5d 1P1
198.8410     3.22e-05 Fe XV         6.20   3p2 1D2 - 3p 3d 1F3
198.8480     2.52e-05 S VIII        5.90   2s2.2p4(3P).3p 4S3/2 - 2s2.2p4(3P).4d 2F5/2
198.8700     1.98e-05 Mg IX         5.95   2p 3p 3D1 - 2p 4d 1P1
198.9450     1.04e-03 K VIII        5.70   3s 3p 3P1 - 3s 4s 3S1
198.9740     1.24e-05 Fe XIV        6.15   3s.3p2 4P5/2 - 3s.3p(3P).3d 2F5/2
198.9800     1.34e-03 Ne VIII       5.85   1s2.3p 2P1/2 - 1s2.5s 2S1/2
199.0200     2.78e-05 O IV          5.35   2s 2p2 4P1/2 - 2s 2p 4s 2P3/2
199.0720     4.57e-06 O IV          5.35   2s 2p2 4P3/2 - 2s 2p 4s 2P3/2
199.0800     1.42e-03 Mn X          5.95   3s2.3p4 1D2 - 3s2.3p3(2D).3d 1D2
199.1020     4.03e-06 O IV          5.35   2s 2p2 4P1/2 - 2s 2p 4s 2P1/2
199.1450     2.33e-05 O IV          5.35   2s 2p2 4P5/2 - 2s 2p 4s 2P3/2
199.1530     7.34e-06 O IV          5.35   2s 2p2 4P3/2 - 2s 2p 4s 2P1/2
199.1740     2.67e-03 Ne VIII       5.85   1s2.3p 2P3/2 - 1s2.5s 2S1/2
199.2330     2.03e-03 Fe XIII       6.10   3s 3p3 3D3 - 3s 3p2 3d 3F4
199.2830     3.14e-04 Fe XII        6.05   3s2 3p3 4S3/2 - 3s 3p4 2P3/2
199.2910     3.01e-06 Mg VIII       5.90   2s2 3d 2D3/2 - 2s 2p 4d 2D3/2
199.3180     1.21e-01 Mn IX         5.90   3s2.3p5 2P3/2 - 3s2.3p4(1D).3d 2S1/2
199.3560     6.74e-05 Si VII        5.80   2s2.2p4 3P1 - 2s.2p5 1P1
199.3630     8.81e-06 Cr IX         5.90   3s2.3p4 1D2 - 3s2.3p3(2P).3d 1P1
199.3980     1.49e-05 O IV          5.30   2s2 2p 2P1/2 - 2s 2p 3d 2D3/2
199.5200     1.18e-02 Fe IX         5.85   3s2 3p5 3d 3D3 - 3s2 3p4 3d2 3G3
199.5520     1.44e-05 O IV          5.30   2s2 2p 2P3/2 - 2s 2p 3d 2D3/2
199.6100     2.26e-03 O V           5.45   2s 2p 3P0 - 2s 3p 3P2
199.6640     5.08e-03 O V           5.45   2s 2p 3P1 - 2s 3p 3P2
199.6950     9.66e-04 O V           5.45   2s 2p 3P1 - 2s 3p 3P1
199.7760     2.85e-05 K VIII        5.75   3p2 3P2 - 3s 4f 1F3
199.7810     3.23e-05 Ar VII        5.60   3s 3d 1D2 - 3p 5s 1P1
199.7860     3.94e-03 O V           5.45   2s 2p 3P2 - 2s 3p 3P2
199.8170     2.89e-03 O V           5.45   2s 2p 3P2 - 2s 3p 3P1
199.8320     2.18e-03 O V           5.45   2s 2p 3P2 - 2s 3p 3P0
199.8720     3.92e-02 Fe XI         6.00   3s 3p5 3P2 - 3s 3p4 3d 3D3
199.8880     1.75e-03 K VIII        5.70   3s 3p 3P2 - 3s 4s 3S1
199.9230     1.01e-04 Fe IX         5.85   3s2 3p5 3d 3D3 - 3s2 3p4 3d2 3G4
199.9410     2.24e-05 Ni XII        6.00   3s2 3p5 2P1/2 - 3s2 3p4 3d 2G7/2
199.9440     6.04e-05 Ar VIII       5.75   3d 2D3/2 - 5p 2P3/2
199.9700     1.43e-04 Si VII        5.80   2s2.2p4 3P0 - 2s.2p5 1P1
199.9750     1.20e-01 Fe IX         5.85   3s2 3p5 3d 1D2 - 3s2 3p4 3d2 3G3
199.9850     5.12e-06 O IV          5.30   2s2 2p 2P1/2 - 2s2 4p 2P3/2
200.0020     5.46e-04 Ar VIII       5.75   3d 2D5/2 - 5p 2P3/2
200.0200     2.95e-06 O V           5.45   2p2 1D2 - 2s 4s 1S0
200.0210     2.38e-02 Fe XIII       6.10   3s2 3p2 3P1 - 3s2 3p 3d 3D2
200.1040     3.18e-05 Fe IX         5.85   3s2 3p5 3d 1F3 - 3s2 3p5 4s 1P1
200.1170     2.21e-05 S VII         5.85   2s2 2p5 3s 3P2 - 2s2 2p5 4p 1D2
200.1390     5.64e-06 O IV          5.30   2s2 2p 2P3/2 - 2s2 4p 2P3/2
200.1400     2.96e-04 Ar VIII       5.75   3d 2D3/2 - 5p 2P1/2
200.1570     5.34e-06 O IV          5.30   2s2 2p 2P3/2 - 2s2 4p 2P1/2
200.2200     7.00e-06 Si X          6.05   2s 2p 3s 2P3/2 - 2s2 4d 2D3/2
200.2200     2.17e-05 Si X          6.05   2s 2p 3s 2P3/2 - 2s2 4d 2D5/2
200.3560     4.27e-03 Fe XII        6.05   3s2 3p3 2P3/2 - 3s2 3p2 3d 2S1/2
200.4630     9.78e-06 Fe XIV        6.15   3s.3p(3P).3d 2F5/2 - 3s.3d2 2F5/2
200.4640     1.86e-05 Ar IX         5.95   2s2 2p5 3d 3P1 - 2s2 2p5 4f 1D2
200.5040     2.79e-06 Mg IX         5.95   2p 3d 1D2 - 2s 5d 1D2
200.5380     1.28e-02 Fe VII        5.60   3p6 3d2 1D2 - 3p5 3d3(a 2D) 3F2
200.5430     1.40e-05 S VII         5.85   2s2 2p5 3p 3P1 - 2s2 2p5 5s 1P1
200.7360     1.98e-05 Ni XIV        6.15   3s2.3p3 2P3/2 - 3s2.3p2(3P).3d 2P1/2
200.7440     1.42e-05 K VIII        5.70   3p2 1D2 - 3p 4s 3P2
200.7870     7.28e-05 Mg IX         5.95   2p 3s 1P1 - 2p 4p 1D2
200.9190     1.08e-02 O IV          5.30   2s 2p2 4P3/2 - 2s 2p 4s 4P5/2
200.9280     3.53e-05 Ar IX         5.95   2s2 2p5 3d 3P0 - 2s2 2p5 4f 3D1
200.9530     1.82e-05 S VIII        5.90   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(3P).4d 4F5/2
200.9660     9.88e-03 O IV          5.30   2s 2p2 4P1/2 - 2s 2p 4s 4P3/2
200.9940     2.51e-02 O IV          5.30   2s 2p2 4P5/2 - 2s 2p 4s 4P5/2
201.0190     3.15e-03 O IV          5.30   2s 2p2 4P3/2 - 2s 2p 4s 4P3/2
201.0210     1.95e-03 O IV          5.30   2s 2p2 4P1/2 - 2s 2p 4s 4P1/2
201.0600     2.13e-02 Ni XI         5.95   3s2 3p6 1S0 - 3s2 3p5 3d 3F3
201.0730     9.73e-03 O IV          5.30   2s 2p2 4P3/2 - 2s 2p 4s 4P1/2
201.0940     1.07e-02 O IV          5.30   2s 2p2 4P5/2 - 2s 2p 4s 4P3/2
201.1120     3.01e-01 Fe XI         6.00   3s2 3p4 3P2 - 3s2 3p3 3d 3D3
201.1260     9.24e-02 Fe XIII       6.10   3s2 3p2 3P1 - 3s2 3p 3d 3D1
201.1400     9.46e-03 Fe XII        6.05   3s2 3p3 2P3/2 - 3s2 3p2 3d 2P3/2
201.2990     2.74e-06 Ar VII        5.60   3s 3p 1P1 - 3s 4f 1F3
201.4700     6.58e-03 Ni XII        6.00   3s2 3p5 2P3/2 - 3s2 3p4 3d 4F5/2
201.5010     7.05e-04 Cl X          6.00   2s2.2p4 3P2 - 2s.2p5 3P1
201.5090     2.80e-06 K XIII        6.15   2s2.2p3 4S3/2 - 2s.2p4 4P3/2
201.5240     7.16e-05 Fe XII        6.05   3s2 3p3 2P3/2 - 3s2 3p2 3d 2F5/2
201.5270     2.00e-05 S VIII        5.90   2s2.2p4(3P).3p 4S3/2 - 2s2.2p4(3P).4d 4F5/2
201.5380     3.04e-03 Fe XIII       6.10   3s 3p3 3D2 - 3s 3p2 3d 3F3
201.5440     6.11e-03 Cr VIII       5.85   3s2.3p5 2P3/2 - 3s2.3p4(3P).3d 2D3/2
201.5590     9.85e-05 Ar IX         5.95   2s2 2p5 3d 3P1 - 2s2 2p5 4f 3D2
201.5650     5.14e-01 Fe X          5.95   3s2 3p5 2P1/2 - 3s2 3p4 3d 2D3/2
201.5880     1.15e-02 Ca IX         5.80   3p2 1D2 - 3s 4p 1P1
201.6340     4.74e-06 Fe VII        5.65   3p6 3d2 1D2 - 3p5 3d3(a 2D) 3F3
201.6830     1.12e-05 Ar VII        5.60   3s 3p 1P1 - 3d2 1D2
201.6950     5.06e-06 Ar XIII       6.20   2s2 2p2 3P0 - 2s 2p3 3P1
201.7330     7.37e-03 Fe VII        5.60   3p6 3d2 3P1 - 3p5 3d3(a 2D) 3F2
201.7340     2.90e-01 Fe XI         6.00   3s2 3p4 1D2 - 3s2 3p3 3d 3S1
201.7400     6.77e-03 Fe XII        6.05   3s2 3p3 2P1/2 - 3s2 3p2 3d 2P1/2
201.7550     3.00e-05 Ar IX         5.95   2s2 2p5 3d 3P1 - 2s2 2p5 4f 3D1
201.8450     2.42e-05 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 3d 2F5/2
201.8460     6.62e-06 K VIII        5.70   3p2 1D2 - 3p 4s 3P1
201.8470     6.16e-02 Ca IX         5.80   3s 3d 1D2 - 3s 4f 1F3
201.8560     3.19e-01 Fe VII        5.60   3p6 3d2 3F3 - 3p5 3d3(2F) 1G4
201.8640     2.92e-03 Fe XII        6.05   3s2 3p3 2D3/2 - 3s2 3p2 3d 2D5/2
201.9030     5.65e-04 S VII         5.85   2s2 2p5 3s 3P1 - 2s2 2p5 4p 1D2
202.0180     2.08e-03 Ne VI         5.70   2p3 2P3/2 - 2s 2p 3p 2D5/2
202.0230     7.52e-04 Ca IX         5.85   3p 3d 1F3 - 3s 5d 1D2
202.0440     4.04e-01 Fe XIII       6.10   3s2 3p2 3P0 - 3s2 3p 3d 3P1
202.0670     2.07e-05 Fe IX         5.85   3s2 3p5 3d 3D3 - 3s2 3p5 4s 3P1
202.0790     4.08e-03 Fe VII        5.60   3p6 3d2 3P2 - 3p5 3d3(a 2D) 3F2
202.1100     7.18e-06 Mg IV         5.45   2s 2p6 2S1/2 - 2s2 2p4 4f 2P3/2
202.1110     3.77e-06 Mg IV         5.45   2s 2p6 2S1/2 - 2s2 2p4 4f 2P1/2
202.1270     5.80e-06 Ar IX         5.95   2s2 2p5 3d 3P2 - 2s2 2p5 4f 1D2
202.1480     1.64e-04 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 3d 2D3/2
202.1580     2.27e-02 O V           5.45   2p2 3P0 - 2p 3d 3P1
202.1820     1.41e-03 Na III        5.15   2s2 2p5 2P3/2 - 2s2 2p4 3d 2D5/2
202.1890     2.99e-02 O V           5.45   2p2 3P1 - 2p 3d 3P0
202.2030     2.94e-05 Ne V          5.60   2p4 3P2 - 2s2 2p 5d 3P2
202.2200     1.07e-03 S VII         5.85   2s2 2p5 3s 1P1 - 2s2 2p5 4p 1S0
202.2220     2.16e-02 O V           5.45   2p2 3P1 - 2p 3d 3P1
202.2810     2.37e-02 O V           5.45   2p2 3P1 - 2p 3d 3P2
202.3000     2.26e-04 S VII         5.85   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3P1
202.3100     5.59e-03 Mg IX         5.95   2s 3p 1P1 - 2s 4d 1D2
202.3320     3.28e-02 O V           5.45   2p2 3P2 - 2p 3d 3P1
202.3370     2.90e-04 Fe VII        5.65   3p6 3d2 1S0 - 3p5 3d3(4P) 3P1
202.3480     8.79e-03 Fe IX         5.85   3s2 3p5 3d 3D2 - 3s2 3p4 3d2 3G3
202.3500     2.87e-03 Ca IX         5.85   3p 3d 1F3 - 3p 4f 1G4
202.3670     1.33e-04 Ne V          5.60   2p4 3P2 - 2s2 2p 5d 3D3
202.3780     8.76e-05 Ar IX         5.95   2s2 2p5 3d 3P2 - 2s2 2p5 4f 3D3
202.3790     6.53e-02 Fe VII        5.60   3p6 3d2 3F4 - 3p5 3d3(2F) 1G4
202.3910     9.75e-02 O V           5.45   2p2 3P2 - 2p 3d 3P2
202.3910     1.14e-03 Ne VI         5.70   2p3 2P1/2 - 2s 2p 3p 2D3/2
202.3940     1.02e-05 Ar IX         5.90   2s2 2p5 3d 3F4 - 2s2 2p5 4f 3F4
202.4080     2.03e-04 Ne VI         5.70   2p3 2P3/2 - 2s 2p 3p 2D3/2
202.4240     4.45e-01 Fe XI         6.00   3s2 3p4 3P2 - 3s2 3p3 3d 3P2
202.4620     5.92e-05 K VIII        5.75   3s 3d 1D2 - 3s 5p 1P1
