Predicted XUV Line Intensities
CHIANTI database - Version 10.0.1
Calculated with Constant density=  1.00e+09 (cm-3) 
170.1 to 290.0 Angstroms
Number of lines:  2908
Minimum intensity =        192187.02
Units are:  photons cm-2 sr-1 s-1
Calculated: 04/Nov/21 16:07:40

Ionization Fractions file: chianti.ioneq
ionization equilibrium:  CHIANTI
 produced as part of the CHIANTI atomic data base collaboration
  Created on Fri Oct  9 11:46:20 2020

 Elemental Abundance file: sun_coronal_1992_feldman_ext.abund
elemental abundances: Feldman, U., Mandelbaum, P., Seely, J.L., Doschek, G.A., Gursky H., 1992, ApJSS, 81, 387
Potassium abundance: Landi, Feldman and Dere 2002, ApJ, 139, 281
 Li,Be,B,F,P,Cl,Sc,Ti,V,Cr,Mn,Co,Cu and Zn abundances: Grevesse N., Sauval A.J., 1998, Space Science 
          Reviews, 85, 161 (photospheric values) with low-FIP elements increased by a factor 3.5
 produced for the CHIANTI atomic database by Enrico Landi, Jun 2002
comment:
    Filename changed, Peter Young 27-Jun-2012 (previous name: sun\_coronal\_ext.abund)
Minimum abundance =   2.81838e-07

Differential Emission Measure file: coronal_hole.dem
filename: coronal\_hole.dem
dem: produced by chianti\_dem.pro 
 Comment: the DEM was derived using the Vernazza \& Reeves 1978 ApJSS, 37, 485 average coronal hole,
           the sun\_coronal.abund file and a constant pressure of 3.00e+15 cm-3 K.
 produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
   K.P.Dere  - Aug 2002

Wavelength (A) Intensity  Ion        Tmax  Transition 
197.7020     3.09e+05 O V            5.4   2p2 3P0 - 2p 3d 1P1
197.7680     6.23e+07 Si VII         5.8   2s2.2p4 3P2 - 2s.2p5 1P1
197.8160     1.94e+06 Fe XII         6.1   3s2 3p3 2P1/2 - 3s2 3p2 3d 2S1/2
197.8540     3.87e+10 Fe IX          5.8   3s2 3p5 3d 1P1 - 3s2 3p5 4p 1S0
198.0806     3.82e+07 C V            5.9   1s.2p 1P1 - 1s.4s 1S0
198.1800     1.36e+06 Si VIII        5.9   2s2.2p3 4S3/2 - 2s.2p4 2S1/2
198.2900     2.70e+05 S VIII         5.9   2s2.2p4(3P).3p 2P3/2 - 2s2.2p4(3P).4d 2F5/2
198.3140     2.76e+05 Si X           6.1   2s 2p 3s 2P1/2 - 2s2 4d 2D3/2
198.3230     2.26e+05 O V            5.4   2p2 1D2 - 2s 4p 3P2
198.4160     3.66e+06 Mn X           5.9   3s2.3p4 1S0 - 3s2.3p3(2P).3d 1P1
198.4240     7.95e+08 Ni XI          5.9   3s2 3p6 1S0 - 3s2 3p5 3d 3F2
198.5060     3.77e+06 K VIII         5.7   3s 3p 3P0 - 3s 4s 3S1
198.5270     3.31e+05 O IV           5.3   2s2 2p 2P3/2 - 2s 2p 3d 2D5/2
198.5380     3.19e+09 Fe XI          6.0   3s2 3p4 1D2 - 3s2 3p3 3d 3P1
198.5530     1.36e+10 S VIII         5.8   2s2.2p5 2P3/2 - 2s.2p6 2S1/2
198.5810     5.31e+07 Fe XII         6.1   3s2 3p3 2P1/2 - 3s2 3p2 3d 2P3/2
198.7390     2.97e+06 N IV           5.2   2s 2p 3P0 - 2s 6s 3S1
198.7640     8.87e+06 N IV           5.2   2s 2p 3P1 - 2s 6s 3S1
198.8210     1.48e+07 N IV           5.2   2s 2p 3P2 - 2s 6s 3S1
198.8390     1.98e+06 S VII          5.8   2s2 2p5 3p 1S0 - 2s2 2p5 5d 1P1
198.8410     3.24e+05 Fe XV          6.2   3p2 1D2 - 3p 3d 1F3
198.8480     2.51e+05 S VIII         5.9   2s2.2p4(3P).3p 4S3/2 - 2s2.2p4(3P).4d 2F5/2
198.9450     1.13e+07 K VIII         5.7   3s 3p 3P1 - 3s 4s 3S1
198.9800     1.34e+07 Ne VIII        5.8   1s2.3p 2P1/2 - 1s2.5s 2S1/2
199.0200     2.78e+05 O IV           5.3   2s 2p2 4P1/2 - 2s 2p 4s 2P3/2
199.0800     4.42e+07 Mn X           5.9   3s2.3p4 1D2 - 3s2.3p3(2D).3d 1D2
199.1450     2.33e+05 O IV           5.3   2s 2p2 4P5/2 - 2s 2p 4s 2P3/2
199.1740     2.68e+07 Ne VIII        5.8   1s2.3p 2P3/2 - 1s2.5s 2S1/2
199.2330     5.60e+07 Fe XIII        6.1   3s 3p3 3D3 - 3s 3p2 3d 3F4
199.2830     7.60e+06 Fe XII         6.1   3s2 3p3 4S3/2 - 3s 3p4 2P3/2
199.3180     1.16e+09 Mn IX          5.9   3s2.3p5 2P3/2 - 3s2.3p4(1D).3d 2S1/2
199.3560     1.48e+06 Si VII         5.8   2s2.2p4 3P1 - 2s.2p5 1P1
199.5200     2.25e+08 Fe IX          5.8   3s2 3p5 3d 3D3 - 3s2 3p4 3d2 3G3
199.6100     2.30e+07 O V            5.4   2s 2p 3P0 - 2s 3p 3P2
199.6640     5.17e+07 O V            5.4   2s 2p 3P1 - 2s 3p 3P2
199.6950     9.85e+06 O V            5.4   2s 2p 3P1 - 2s 3p 3P1
199.7760     2.79e+05 K VIII         5.8   3p2 3P2 - 3s 4f 1F3
199.7810     3.23e+05 Ar VII         5.6   3s 3d 1D2 - 3p 5s 1P1
199.7860     4.01e+07 O V            5.4   2s 2p 3P2 - 2s 3p 3P2
199.8170     2.95e+07 O V            5.4   2s 2p 3P2 - 2s 3p 3P1
199.8320     2.21e+07 O V            5.4   2s 2p 3P2 - 2s 3p 3P0
199.8720     3.91e+08 Fe XI          6.0   3s 3p5 3P2 - 3s 3p4 3d 3D3
199.8880     1.92e+07 K VIII         5.7   3s 3p 3P2 - 3s 4s 3S1
199.9230     1.25e+06 Fe IX          5.8   3s2 3p5 3d 3D3 - 3s2 3p4 3d2 3G4
199.9410     2.28e+05 Ni XII         6.0   3s2 3p5 2P1/2 - 3s2 3p4 3d 2G7/2
199.9440     6.08e+05 Ar VIII        5.8   3d 2D3/2 - 5p 2P3/2
199.9700     3.15e+06 Si VII         5.8   2s2.2p4 3P0 - 2s.2p5 1P1
199.9750     2.29e+09 Fe IX          5.8   3s2 3p5 3d 1D2 - 3s2 3p4 3d2 3G3
200.0020     5.50e+06 Ar VIII        5.8   3d 2D5/2 - 5p 2P3/2
200.0210     5.14e+08 Fe XIII        6.1   3s2 3p2 3P1 - 3s2 3p 3d 3D2
200.1040     3.01e+05 Fe IX          5.8   3s2 3p5 3d 1F3 - 3s2 3p5 4s 1P1
200.1170     2.23e+05 S VII          5.8   2s2 2p5 3s 3P2 - 2s2 2p5 4p 1D2
200.1400     2.99e+06 Ar VIII        5.8   3d 2D3/2 - 5p 2P1/2
200.2200     3.16e+05 Si X           6.1   2s 2p 3s 2P3/2 - 2s2 4d 2D5/2
200.3560     8.67e+07 Fe XII         6.1   3s2 3p3 2P3/2 - 3s2 3p2 3d 2S1/2
200.5380     1.37e+08 Fe VII         5.6   3p6 3d2 1D2 - 3p5 3d3(a 2D) 3F2
200.7870     8.25e+05 Mg IX          5.9   2p 3s 1P1 - 2p 4p 1D2
200.9190     1.11e+08 O IV           5.3   2s 2p2 4P3/2 - 2s 2p 4s 4P5/2
200.9280     3.58e+05 Ar IX          5.9   2s2 2p5 3d 3P0 - 2s2 2p5 4f 3D1
200.9660     1.01e+08 O IV           5.3   2s 2p2 4P1/2 - 2s 2p 4s 4P3/2
200.9940     2.58e+08 O IV           5.3   2s 2p2 4P5/2 - 2s 2p 4s 4P5/2
201.0190     3.24e+07 O IV           5.3   2s 2p2 4P3/2 - 2s 2p 4s 4P3/2
201.0210     2.02e+07 O IV           5.3   2s 2p2 4P1/2 - 2s 2p 4s 4P1/2
201.0600     3.59e+07 Ni XI          5.9   3s2 3p6 1S0 - 3s2 3p5 3d 3F3
201.0730     1.01e+08 O IV           5.3   2s 2p2 4P3/2 - 2s 2p 4s 4P1/2
201.0940     1.10e+08 O IV           5.3   2s 2p2 4P5/2 - 2s 2p 4s 4P3/2
201.1120     3.26e+09 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3D3
201.1260     7.98e+08 Fe XIII        6.1   3s2 3p2 3P1 - 3s2 3p 3d 3D1
201.1400     1.51e+08 Fe XII         6.1   3s2 3p3 2P3/2 - 3s2 3p2 3d 2P3/2
201.4700     7.50e+07 Ni XII         6.0   3s2 3p5 2P3/2 - 3s2 3p4 3d 4F5/2
201.5010     7.81e+06 Cl X           6.0   2s2.2p4 3P2 - 2s.2p5 3P1
201.5240     2.41e+06 Fe XII         6.1   3s2 3p3 2P3/2 - 3s2 3p2 3d 2F5/2
201.5270     1.99e+05 S VIII         5.9   2s2.2p4(3P).3p 4S3/2 - 2s2.2p4(3P).4d 4F5/2
201.5380     4.76e+07 Fe XIII        6.1   3s 3p3 3D2 - 3s 3p2 3d 3F3
201.5440     1.38e+08 Cr VIII        5.8   3s2.3p5 2P3/2 - 3s2.3p4(3P).3d 2D3/2
201.5590     1.00e+06 Ar IX          5.9   2s2 2p5 3d 3P1 - 2s2 2p5 4f 3D2
201.5650     5.98e+09 Fe X           5.9   3s2 3p5 2P1/2 - 3s2 3p4 3d 2D3/2
201.5880     1.13e+08 Ca IX          5.8   3p2 1D2 - 3s 4p 1P1
201.7330     7.96e+07 Fe VII         5.6   3p6 3d2 3P1 - 3p5 3d3(a 2D) 3F2
201.7340     4.00e+09 Fe XI          6.0   3s2 3p4 1D2 - 3s2 3p3 3d 3S1
201.7400     1.16e+08 Fe XII         6.1   3s2 3p3 2P1/2 - 3s2 3p2 3d 2P1/2
201.7550     3.06e+05 Ar IX          5.9   2s2 2p5 3d 3P1 - 2s2 2p5 4f 3D1
201.8450     2.47e+05 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2F5/2
201.8470     6.02e+08 Ca IX          5.8   3s 3d 1D2 - 3s 4f 1F3
201.8560     3.18e+09 Fe VII         5.6   3p6 3d2 3F3 - 3p5 3d3(2F) 1G4
201.8640     4.89e+07 Fe XII         6.1   3s2 3p3 2D3/2 - 3s2 3p2 3d 2D5/2
201.9030     5.77e+06 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 1D2
202.0180     2.13e+07 Ne VI          5.7   2p3 2P3/2 - 2s 2p 3p 2D5/2
202.0230     7.39e+06 Ca IX          5.8   3p 3d 1F3 - 3s 5d 1D2
202.0440     1.95e+09 Fe XIII        6.1   3s2 3p2 3P0 - 3s2 3p 3d 3P1
202.0670     2.12e+05 Fe IX          5.8   3s2 3p5 3d 3D3 - 3s2 3p5 4s 3P1
202.0790     4.42e+07 Fe VII         5.6   3p6 3d2 3P2 - 3p5 3d3(a 2D) 3F2
202.1480     1.72e+06 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2D3/2
202.1580     2.34e+08 O V            5.4   2p2 3P0 - 2p 3d 3P1
202.1820     1.43e+07 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2D5/2
202.1890     3.08e+08 O V            5.4   2p2 3P1 - 2p 3d 3P0
202.2030     2.74e+05 Ne V           5.6   2p4 3P2 - 2s2 2p 5d 3P2
202.2200     1.09e+07 S VII          5.8   2s2 2p5 3s 1P1 - 2s2 2p5 4p 1S0
202.2220     2.23e+08 O V            5.4   2p2 3P1 - 2p 3d 3P1
202.2810     2.45e+08 O V            5.4   2p2 3P1 - 2p 3d 3P2
202.3000     2.35e+06 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3P1
202.3100     5.41e+07 Mg IX          5.9   2s 3p 1P1 - 2s 4d 1D2
202.3320     3.39e+08 O V            5.4   2p2 3P2 - 2p 3d 3P1
202.3370     3.24e+06 Fe VII         5.7   3p6 3d2 1S0 - 3p5 3d3(4P) 3P1
202.3480     1.70e+08 Fe IX          5.8   3s2 3p5 3d 3D2 - 3s2 3p4 3d2 3G3
202.3500     2.96e+07 Ca IX          5.8   3p 3d 1F3 - 3p 4f 1G4
202.3670     1.22e+06 Ne V           5.6   2p4 3P2 - 2s2 2p 5d 3D3
202.3780     8.96e+05 Ar IX          5.9   2s2 2p5 3d 3P2 - 2s2 2p5 4f 3D3
202.3790     6.53e+08 Fe VII         5.6   3p6 3d2 3F4 - 3p5 3d3(2F) 1G4
202.3910     1.01e+09 O V            5.4   2p2 3P2 - 2p 3d 3P2
202.3910     1.15e+07 Ne VI          5.7   2p3 2P1/2 - 2s 2p 3p 2D3/2
202.4080     2.05e+06 Ne VI          5.7   2p3 2P3/2 - 2s 2p 3p 2D3/2
202.4240     4.31e+09 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3P2
202.4620     5.90e+05 K VIII         5.8   3s 3d 1D2 - 3s 5p 1P1
202.4910     1.08e+07 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2S1/2
202.5280     1.05e+06 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3D1
202.6080     4.93e+05 Na VI          5.8   2p4 3P2 - 2s 2p2 3p 3S1
202.6090     7.71e+08 Fe XI          6.0   3s2 3p4 1D2 - 3s2 3p3 3d 3P2
202.6100     6.42e+09 S VIII         5.8   2s2.2p5 2P1/2 - 2s.2p6 2S1/2
202.6860     1.72e+07 S IX           5.9   2s2.2p4 1S0 - 2s.2p5 1P1
202.6870     6.63e+05 S VII          5.8   2s2 2p5 3p 1S0 - 2s2 2p5 5d 3D1
202.6920     1.70e+07 Fe XIII        6.1   3s 3p3 3D3 - 3s 3p2 3d 3F3
202.7050     4.17e+09 Fe XI          6.0   3s2 3p4 1D2 - 3s2 3p3 3d 1P1
202.7080     8.30e+06 Na III         5.2   2s2 2p5 2P1/2 - 2s2 2p4 3d 2D3/2
202.7120     9.37e+05 Cr IX          5.9   3s2.3p4 3P2 - 3s2.3p3(2D).3d 1D2
202.7190     3.96e+06 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2P1/2
202.7610     1.73e+07 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 3d 2P3/2
202.8030     7.45e+05 Mg IX          5.9   2p 3p 1P1 - 2p 4d 1D2
202.8250     4.76e+10 Cr VII         5.8   3s2.3p6 1S0 - 3s2.3p5.3d 1P1
202.8850     7.70e+08 O IV           5.3   2s2 2p 2P1/2 - 2s 2p 3p 2S1/2
202.9340     1.26e+09 Mn X           5.9   3s2.3p4 3P2 - 3s2.3p3(2D).3d 3P2
202.9780     2.85e+05 Ni XIV         6.2   3s2.3p3 2P3/2 - 3s2.3p2(3P).3d 4P1/2
203.0030     3.98e+07 Fe VII         5.7   3p6 3d2 1D2 - 3p5 3d3(2H) 3G3
203.0440     1.57e+09 O IV           5.3   2s2 2p 2P3/2 - 2s 2p 3p 2S1/2
203.0530     6.15e+06 Na III         5.2   2s2 2p5 2P1/2 - 2s2 2p4 3d 2S1/2
203.1200     7.36e+05 Mn X           5.9   3s2.3p4 3P2 - 3s2.3p3(2D).3d 3P1
203.1340     2.50e+06 K VIII         5.7   3p2 3P1 - 3p 4s 3P2
203.1520     2.72e+05 Na VI          5.8   2p4 3P1 - 2s 2p2 3p 3S1
203.1650     2.61e+08 Fe XIII        6.1   3s2 3p2 3P1 - 3s2 3p 3d 3P0
203.1920     5.95e+07 Fe VII         5.7   3p6 3d2 3P2 - 3p5 3d3(a 2D) 3F3
203.2400     4.85e+05 Ar IX          5.9   2s2 2p5 3d 3P2 - 2s2 2p5 4f 3D2
203.2820     6.80e+06 Na III         5.2   2s2 2p5 2P1/2 - 2s2 2p4 3d 2P1/2
203.3240     3.73e+06 Na III         5.2   2s2 2p5 2P1/2 - 2s2 2p4 3d 2P3/2
203.3910     7.14e+06 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3P0
203.5810     1.48e+07 S VII          5.8   2s2 2p5 3s 3P2 - 2s2 2p5 4p 3P2
203.5950     2.45e+05 Na VIII        5.9   2s 3d 1D2 - 2s 5p 1P1
203.6200     1.03e+06 Ar IX          5.9   2s2 2p5 3d 3F4 - 2s2 2p5 4f 3G5
203.6720     4.79e+08 Fe IX          5.8   3s2 3p5 3d 1F3 - 3s2 3p4 3d2 3G3
203.6750     1.17e+07 S VI           5.7   3p 2P1/2 - 6d 2D3/2
203.6980     3.75e+05 K VIII         5.7   3p2 3P0 - 3p 4s 3P1
203.7280     1.55e+09 Fe XII         6.1   3s2 3p3 2D5/2 - 3s2 3p2 3d 2D5/2
203.7720     6.21e+07 Fe XIII        6.1   3s 3p3 3D1 - 3s 3p2 3d 3F2
203.7820     1.92e+08 O V            5.4   2p2 3P0 - 2p 3d 3D1
203.7880     9.19e+05 Cl X           6.0   2s2.2p4 3P1 - 2s.2p5 3P0
203.7900     6.60e+06 Mn X           5.9   3s2.3p4 1D2 - 3s2.3p3(4S).3d 3D1
203.7950     6.87e+08 Fe XIII        6.1   3s2 3p2 3P2 - 3s2 3p 3d 3D2
203.8220     8.04e+08 O V            5.4   2p2 3P1 - 2p 3d 3D2
203.8260     1.69e+09 Fe XIII        6.1   3s2 3p2 3P2 - 3s2 3p 3d 3D3
203.8350     2.72e+06 P X            6.0   2s2 2p2 3P0 - 2s 2p3 3S1
203.8350     3.73e+07 Fe XIII        6.1   3s 3p3 3D2 - 3s 3p2 3d 3F2
203.8470     1.34e+08 O V            5.4   2p2 3P1 - 2p 3d 3D1
203.8490     1.36e+06 Ca X           5.9   4p 2P1/2 - 6d 2D3/2
203.8900     1.30e+09 O V            5.4   2p2 3P2 - 2p 3d 3D3
203.9190     1.16e+06 Mg IX          5.9   2s 3p 3P1 - 2s 4d 1D2
203.9340     2.28e+08 O V            5.4   2p2 3P2 - 2p 3d 3D2
203.9590     7.58e+06 O V            5.4   2p2 3P2 - 2p 3d 3D1
203.9740     2.36e+06 S VII          5.8   2s2 2p5 3s 3P2 - 2s2 2p5 4p 1P1
203.9940     8.16e+06 Si IX          5.9   2s2 2p2 3P1 - 2s 2p3 1P1
204.0910     7.49e+06 Fe IX          5.8   3s2 3p5 3d 1F3 - 3s2 3p4 3d2 3G4
204.1970     2.13e+07 S VI           5.7   3p 2P3/2 - 6d 2D5/2
204.2000     2.47e+06 S VI           5.7   3p 2P3/2 - 6d 2D3/2
204.2030     7.35e+06 K VIII         5.7   3p2 3P2 - 3p 4s 3P2
204.2620     2.20e+08 Fe XIII        6.1   3s2 3p2 3P1 - 3s2 3p 3d 1D2
204.2630     2.81e+05 K VIII         5.7   3p2 3P1 - 3p 4s 3P1
204.2640     2.51e+07 Ni XII         6.0   3s2 3p5 2P3/2 - 3s2 3p4 3d 4F7/2
204.3410     4.75e+08 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3D2
204.3820     3.05e+05 Mg IX          5.9   2p 3p 3D3 - 2p 4d 3D3
204.3820     2.90e+06 Fe XII         6.1   3s2 3p3 2P3/2 - 3s2 3p2 3d 2P1/2
204.4300     3.96e+08 Mn IX          5.9   3s2.3p5 2P1/2 - 3s2.3p4(1D).3d 2S1/2
204.5820     1.08e+07 Fe VII         5.7   3p6 3d2 3P2 - 3p5 3d3(2H) 3G3
204.5910     6.09e+05 Ne VI          5.7   2p3 2P3/2 - 2s 2p 3p 4P5/2
204.6130     9.60e+06 S VII          5.8   2s2 2p5 3s 3P0 - 2s2 2p5 4p 3P1
204.6370     2.48e+06 Ca X           5.9   4p 2P3/2 - 6d 2D5/2
204.6440     1.75e+06 K VIII         5.7   3p2 3P1 - 3p 4s 3P0
204.6460     2.86e+05 Ca X           5.9   4p 2P3/2 - 6d 2D3/2
204.6520     1.38e+07 S VII          5.8   2s2 2p5 3s 3P2 - 2s2 2p5 4p 3D2
204.6980     1.06e+06 O IV           5.3   2s 2p2 2D5/2 - 2p2 3p 2D3/2
204.7040     9.49e+06 O IV           5.3   2s 2p2 2D3/2 - 2p2 3p 2D3/2
204.7040     3.26e+10 Fe VIII        5.8   3s2 3p6 3d 2D5/2 - 3s2 3p5 3d2 2G7/2
204.7110     1.48e+07 O IV           5.3   2s 2p2 2D5/2 - 2p2 3p 2D5/2
204.7160     1.02e+06 O IV           5.3   2s 2p2 2D3/2 - 2p2 3p 2D5/2
204.8280     8.63e+05 Ar IX          5.9   2s2 2p5 3d 3F3 - 2s2 2p5 4f 1G4
204.8460     9.36e+06 S VII          5.8   2s2 2p5 3s 3P0 - 2s2 2p5 4p 3D1
204.9360     4.57e+07 S VII          5.8   2s2 2p5 3s 3P2 - 2s2 2p5 4p 3D3
204.9420     2.36e+08 Fe XIII        6.1   3s2 3p2 3P2 - 3s2 3p 3d 3D1
204.9800     1.13e+07 Ni XII         6.0   3s2 3p5 2P1/2 - 3s2 3p4 3d 4P3/2
205.0100     1.18e+10 Cr VIII        5.8   3s2.3p5 2P3/2 - 3s2.3p4(3P).3d 2D5/2
205.0150     2.80e+06 Fe XIII        6.1   3s 3p3 3D3 - 3s 3p2 3d 3F2
205.0840     5.56e+06 Ne V           5.6   2s 2p3 3D3 - 2s2 2p 3p 1D2
205.1060     1.48e+08 O V            5.4   2p2 1D2 - 2p 3d 1P1
205.1140     2.62e+05 Ne V           5.6   2s 2p3 3D2 - 2s2 2p 3p 1D2
205.1140     6.82e+06 Fe XIII        6.1   3s 3p3 3P1 - 3s 3p2 3d 3D2
205.1210     7.48e+07 Fe XI          6.0   3s2 3p4 1D2 - 3s2 3p3 3d 1F3
205.3440     4.28e+05 K VIII         5.7   3p2 3P2 - 3p 4s 3P1
205.3810     8.16e+06 P X            6.0   2s2 2p2 3P1 - 2s 2p3 3S1
205.3840     3.42e+07 Cl X           6.0   2s2.2p4 3P2 - 2s.2p5 3P2
205.3860     1.57e+06 Fe XIII        6.1   3s 3p3 3P2 - 3s 3p2 3d 3D2
205.3870     4.33e+06 Ca IX          5.8   3p2 3P2 - 3s 4p 1P1
205.4230     1.78e+07 Mn X           5.9   3s2.3p4 1D2 - 3s2.3p3(4S).3d 3D2
205.4300     8.14e+06 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3P2
205.5870     6.46e+07 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3F4
205.6050     2.69e+05 Mg IX          5.9   2s 3p 1P1 - 2s 4d 3D2
205.6170     2.90e+05 Si IX          5.9   2s2 2p2 3P2 - 2s 2p3 1P1
205.6440     2.47e+09 Cr VIII        5.8   3s2.3p5 2P1/2 - 3s2.3p4(3P).3d 2D3/2
205.7690     1.73e+07 K IX           5.8   3d 2D3/2 - 4f 2F5/2
205.7690     2.21e+08 Fe X           5.9   3s2 3p5 2P3/2 - 3s2 3p4 3d 2F7/2
205.8300     1.39e+07 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 1P1
205.8370     1.25e+08 O IV           5.3   2s2 2p 2P1/2 - 2s2 4s 2S1/2
205.8600     2.47e+07 K IX           5.8   3d 2D5/2 - 4f 2F7/2
205.8710     7.96e+05 Mg IX          5.9   2p 3p 3D1 - 2p 4d 1D2
205.8770     1.23e+06 K IX           5.8   3d 2D5/2 - 4f 2F5/2
205.9140     2.72e+06 Fe XIII        6.1   3s2 3p2 3P1 - 3s2 3p 3d 3P1
205.9160     1.77e+07 Ca IX          5.8   3p 3d 1P1 - 3s 5d 1D2
205.9350     2.39e+07 Fe IX          5.9   3s 3p6 3d 3D2 - 3s2 3p5 4d 3D1
205.9390     3.44e+07 N IV           5.2   2s 2p 3P0 - 2s 5d 3D1
205.9460     1.38e+06 Fe XI          6.0   3s2 3p4 1S0 - 3s2 3p3 3d 3D1
205.9660     2.58e+07 N IV           5.2   2s 2p 3P1 - 2s 5d 3D1
205.9660     6.85e+07 N IV           5.2   2s 2p 3P1 - 2s 5d 3D2
205.9780     1.87e+07 Cr IX          5.9   3s2.3p4 3P1 - 3s2.3p3(2D).3d 1D2
206.0010     2.33e+08 O IV           5.3   2s2 2p 2P3/2 - 2s2 4s 2S1/2
206.0030     4.35e+06 Cl X           6.0   2s2.2p4 3P1 - 2s.2p5 3P1
206.0270     1.72e+06 N IV           5.2   2s 2p 3P2 - 2s 5d 3D1
206.0270     2.28e+07 N IV           5.2   2s 2p 3P2 - 2s 5d 3D2
206.0270     1.77e+08 N IV           5.2   2s 2p 3P2 - 2s 5d 3D3
206.1000     4.49e+08 Fe VII         5.7   3p6 3d2 1G4 - 3p5 3d3(2H) 3G5
206.1690     2.12e+09 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3F3
206.2580     2.09e+09 Fe XI          6.0   3s2 3p4 3P2 - 3s2 3p3 3d 3P1
206.3390     7.89e+08 Fe VIII        5.8   3s2 3p6 3d 2D3/2 - 3s2 3p5 3d2 4S3/2
206.3680     3.72e+08 Fe XII         6.1   3s2 3p3 2D3/2 - 3s2 3p2 3d 2D3/2
206.4000     2.61e+07 Fe VII         5.7   3p6 3d2 1G4 - 3p5 3d3(a 2D) 3F3
206.5200     1.90e+07 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 4p 3D2
206.5760     8.05e+06 Ca X           5.9   3d 2D3/2 - 4p 2P3/2
206.6360     2.40e+05 Ne V           5.6   2s 2p3 3P2 - 2s2 2p 3d 3F4
206.7510     7.28e+07 Ca X           5.9   3d 2D5/2 - 4p 2P3/2
206.7510     5.13e+07 Fe VII         5.7   3p6 3d2 1G4 - 3p5 3d3(2H) 3G4
206.7800     4.90e+05 Ar IX          5.9   2s2 2p5 3d 3F2 - 2s2 2p5 4f 1F3
206.8480     7.75e+05 Ar IX          5.9   2s2 2p5 3d 3D3 - 2s2 2p5 4f 3G4
206.8730     7.22e+06 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 4s 2P1/2
206.9710     2.63e+07 S VII          5.8   2s2 2p5 3s 1P1 - 2s2 2p5 4p 1D2
207.0780     5.16e+08 Cr VIII        5.8   3s2.3p5 2P3/2 - 3s2.3p4(3P).3d 2P1/2
207.1240     2.80e+10 Fe VIII        5.8   3s2 3p6 3d 2D3/2 - 3s2 3p5 3d2 2D5/2
207.1240     9.64e+09 Fe VIII        5.8   3s2 3p6 3d 2D5/2 - 3s2 3p5 3d2 4S3/2
207.1420     2.70e+07 Cr IX          5.9   3s2.3p4 3P2 - 3s2.3p3(4S).3d 3D1
207.1480     2.65e+08 Mn X           5.9   3s2.3p4 3P1 - 3s2.3p3(2D).3d 3P2
207.1830     3.91e+09 O IV           5.3   2s2 2p 2P1/2 - 2s 2p 3p 2D3/2
207.2320     3.26e+07 Mg IX          5.9   2s 3p 3P2 - 2s 4d 3D3
207.2390     7.23e+09 O IV           5.3   2s2 2p 2P3/2 - 2s 2p 3p 2D5/2
207.2670     3.27e+05 Mg IX          5.9   2s 3p 3P2 - 2s 4d 3D1
207.2670     4.82e+06 Mg IX          5.9   2s 3p 3P1 - 2s 4d 3D1
207.2670     6.52e+06 Mg IX          5.9   2s 3p 3P0 - 2s 4d 3D1
207.2670     4.26e+06 Mg IX          5.9   2s 3p 3P2 - 2s 4d 3D2
207.2670     1.25e+07 Mg IX          5.9   2s 3p 3P1 - 2s 4d 3D2
207.2690     8.98e+05 Ar IX          5.9   2s2 2p5 3d 3D2 - 2s2 2p5 4f 3F3
207.2960     2.84e+07 Na III         5.2   2s2 2p5 2P3/2 - 2s2 2p4 4s 2P3/2
207.3060     2.77e+05 Ni XII         6.0   3s2 3p5 2P3/2 - 3s2 3p4 3d 4F9/2
207.3400     6.91e+05 P X            6.0   2s2 2p2 1D2 - 2s 2p3 1P1
207.3410     2.49e+06 Mn X           5.9   3s2.3p4 3P1 - 3s2.3p3(2D).3d 3P1
207.3480     8.10e+08 O IV           5.3   2s2 2p 2P3/2 - 2s 2p 3p 2D3/2
207.3800     5.79e+05 Ar IX          5.9   2s2 2p5 3d 1F3 - 2s2 2p5 4f 3F4
