Predicted XUV Line Intensities
CHIANTI database - Version 10.0.1
Calculated with Constant density=  1.00e+10 (cm-3) 
500.2 to 1599.9 Angstroms
Number of lines:  14831
Minimum intensity =        259397.92
Units are:  photons cm-2 sr-1 s-1
Calculated: 12/Oct/21 20:15:29

Ionization Fractions file: chianti.ioneq
ionization equilibrium:  CHIANTI
 produced as part of the CHIANTI atomic data base collaboration
  Created on Fri Oct  9 11:46:20 2020

 Elemental Abundance file: sun_coronal_1992_feldman_ext.abund
elemental abundances: Feldman, U., Mandelbaum, P., Seely, J.L., Doschek, G.A., Gursky H., 1992, ApJSS, 81, 387
Potassium abundance: Landi, Feldman and Dere 2002, ApJ, 139, 281
 Li,Be,B,F,P,Cl,Sc,Ti,V,Cr,Mn,Co,Cu and Zn abundances: Grevesse N., Sauval A.J., 1998, Space Science 
          Reviews, 85, 161 (photospheric values) with low-FIP elements increased by a factor 3.5
 produced for the CHIANTI atomic database by Enrico Landi, Jun 2002
comment:
    Filename changed, Peter Young 27-Jun-2012 (previous name: sun\_coronal\_ext.abund)
Minimum abundance =   1.38038e-07

Differential Emission Measure file: coronal_hole.dem
filename: coronal\_hole.dem
dem: produced by chianti\_dem.pro 
 Comment: the DEM was derived using the Vernazza \& Reeves 1978 ApJSS, 37, 485 average coronal hole,
           the sun\_coronal.abund file and a constant pressure of 3.00e+15 cm-3 K.
 produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
   K.P.Dere  - Aug 2002

Wavelength (A) Intensity  Ion        Tmax  Transition 
564.4000     4.27e+07 Si V           5.6   2s2 2p5 3p 3P1 - 2s2 2p5 4s 1P1
564.4010     1.81e+08 Ca IX          5.8   3s 3d 1D2 - 3p 3d 1F3
564.4170     6.09e+08 K VIII         5.7   3s 3p 3P2 - 3p2 3P2
564.5290     3.40e+10 Ne VII         5.8   2s 2p 3P2 - 2p2 3P1
564.5630     5.87e+05 S X            6.1   2s2.2p2(3P).3s 2P1/2 - 2s2.2p2(1D).3p 2D3/2
565.0680     1.18e+08 K VIII         5.7   3s 3p 3P1 - 3p2 3P1
565.2130     8.15e+06 O IV           5.3   2s2 3d 2D5/2 - 2s 2p 4d 2F7/2
565.4230     4.60e+05 Ar X           6.0   2s2.2p4(3P).3s 4P5/2 - 2s2.2p4(3P).3p 2D3/2
565.4320     1.17e+06 Cl VI          5.4   3p2 3P0 - 3p 3d 3D1
565.5280     1.87e+09 C III          4.9   2p2 1D2 - 2s 4f 1F3
565.5650     1.66e+07 O III          4.9   2s2 2p2 1D2 - 2s 2p3 3S1
565.7350     5.58e+06 O IV           5.3   2s2 3d 2D3/2 - 2s 2p 4d 2F5/2
565.7840     5.77e+06 Ca IX          5.8   3s 4f 1F3 - 3s 5d 1D2
565.7890     5.53e+05 O IV           5.3   2s2 3d 2D5/2 - 2s 2p 4d 2F5/2
565.8550     7.06e+08 S IV           5.1   3s.3p2 2D3/2 - 3s.3p(3P).4s 2P3/2
565.9570     2.02e+07 Ca XI          5.9   2s2 2p5 3s 1P1 - 2s2 2p5 3p 1D2
566.2370     1.54e+08 O V            5.4   2s 3s 1S0 - 2s 4p 1P1
566.2770     7.61e+06 Ca XI          5.9   2s2 2p5 3s 1P1 - 2s2 2p5 3p 3P1
566.4820     1.01e+09 C III          4.9   2p2 1D2 - 2s 4p 1P1
566.5850     2.81e+08 S VII          5.8   2s2 2p5 3s 3P1 - 2s2 2p5 3p 1S0
566.6130     2.82e+10 Si III         4.8   3s2 1S0 - 3s 4p 1P1
566.6270     5.12e+06 Cl VI          5.4   3p2 3P1 - 3p 3d 3D2
566.7420     5.11e+07 Si V           5.6   2s2 2p5 3p 1D2 - 2s2 2p5 4s 3P1
566.8490     1.70e+06 Al V           5.6   2s2 2p4 3p 4D3/2 - 2s2 2p4 4s 4P1/2
567.4600     1.57e+06 Cl VI          5.4   3p2 3P1 - 3p 3d 3D1
567.5690     9.06e+05 Ne V           5.6   2s2 2p 3d 1P1 - 2s 2p2 3d 1D2
567.7510     2.96e+05 C III          4.9   2p2 1D2 - 2s 4f 3F3
567.8780     1.88e+07 Si III         4.8   3s 3p 1P1 - 3p 4p 1S0
567.9880     5.78e+05 Si VII         5.8   2s2.2p3(4S).3s 3S1 - 2s2.2p3(2P).3p 3D2
568.0550     2.35e+07 Si V           5.6   2s2 2p5 3p 3P1 - 2s2 2p5 4s 3P0
568.0940     6.12e+05 Ar IX          5.9   2s2 2p5 3p 3D1 - 2s2 2p5 3d 3P0
568.1200     5.59e+08 Al XI          6.1   1s2.2s 2S1/2 - 1s2.2p 2P1/2
568.2850     2.19e+08 S V            5.2   3s 3d 3D1 - 3s 4f 3F2
568.2920     5.72e+05 Ne VI          5.7   2s 2p 3d 2D5/2 - 2p2 3d 2F7/2
568.2950     3.10e+08 S V            5.2   3s 3d 3D2 - 3s 4f 3F3
568.3030     4.07e+07 S V            5.2   3s 3d 3D2 - 3s 4f 3F2
568.3040     5.74e+08 S V            5.2   3s 3d 3D3 - 3s 4f 3F4
568.3240     3.88e+07 S V            5.2   3s 3d 3D3 - 3s 4f 3F3
568.3320     1.16e+06 S V            5.2   3s 3d 3D3 - 3s 4f 3F2
568.3530     4.01e+05 Ca IX          5.8   3s 4f 1F3 - 3p 4f 1G4
568.4050     4.60e+05 P XI           6.1   2s2 2p 2P3/2 - 2s 2p2 4P5/2
568.4240     5.51e+10 Ne V           5.5   2s2 2p2 3P0 - 2s 2p3 3D1
568.4980     3.27e+06 Al V           5.6   2s2 2p4 3p 4D5/2 - 2s2 2p4 4s 4P3/2
568.5050     4.21e+06 Fe XIII        6.1   3s 3p3 3S1 - 3p4 3P2
568.5730     4.77e+05 Ca IX          5.8   3s 4f 3F4 - 3p 4f 3F4
568.6250     1.48e+06 Al V           5.6   2s2 2p4 3p 4D1/2 - 2s2 2p4 4s 4P1/2
569.0000     1.92e+08 Ti XI          5.9   3s2 1S0 - 3s 3p 3P1
569.2590     7.45e+07 Fe XI          6.0   3s 3p5 3P2 - 3s2 3p3 3d 1G4
569.2620     1.03e+07 Ca IX          5.8   3s 4d 1D2 - 3s 5p 1P1
569.4400     1.64e+07 K VIII         5.7   3s 3p 3P1 - 3p2 3P0
569.4920     3.77e+05 Ar IX          5.9   2s2 2p5 3p 1D2 - 2s2 2p5 3d 1F3
569.5730     7.81e+05 Na VIII        5.9   2s 4p 1P1 - 2s 5d 1D2
569.7560     3.86e+10 Ne V           5.5   2s2 2p2 3P1 - 2s 2p3 3D1
569.8280     1.25e+11 Ne V           5.5   2s2 2p2 3P1 - 2s 2p3 3D2
569.9990     9.60e+06 Cl VI          5.4   3p2 3P2 - 3p 3d 3D3
570.2010     2.51e+07 S IV           5.1   3s.3p2 2P1/2 - 3s.3p(1P).4s 2P3/2
570.3530     7.03e+06 Al V           5.6   2s2 2p4 3p 4D7/2 - 2s2 2p4 4s 4P5/2
570.3870     5.38e+07 S IV           5.1   3s.3p2 2P1/2 - 3s.3p(1P).4s 2P1/2
570.5160     3.51e+06 Cl VI          5.4   3p2 3P2 - 3p 3d 3D2
570.5710     4.87e+07 Si III         4.8   3s2 1S0 - 3s 4p 3P1
570.7510     6.85e+05 K IX           5.8   4d 2D5/2 - 5p 2P3/2
570.7820     1.04e+09 Ne VI          5.7   2s 2p2 2S1/2 - 2p3 2P3/2
570.8320     3.83e+05 Ne VI          5.7   2s 2p 3d 2D3/2 - 2p2 3d 2F5/2
570.8320     2.85e+07 Ne V           5.6   2s2 2p 3p 1D2 - 2s2 2p 4d 1D2
570.9190     4.20e+08 Ne VI          5.7   2s 2p2 2S1/2 - 2p3 2P1/2
570.9720     1.59e+06 Mg VIII        5.9   2s 2p 3s 2P1/2 - 2s 2p 3p 2S1/2
571.1610     7.32e+07 Si V           5.6   2s2 2p5 3p 1D2 - 2s2 2p5 4s 3P2
571.6080     3.02e+06 O V            5.4   2p 3s 1P1 - 2p 4p 1S0
571.7820     1.25e+06 Al V           5.6   2s2 2p4 3p 4D3/2 - 2s2 2p4 4s 4P3/2
572.0320     2.25e+09 Ne V           5.5   2s2 2p2 3P2 - 2s 2p3 3D1
572.0440     2.52e+06 Si III         4.8   3s 3p 3P1 - 3s 5d 1D2
572.0690     3.80e+06 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 1P1
572.1050     3.63e+10 Ne V           5.5   2s2 2p2 3P2 - 2s 2p3 3D2
572.1100     1.86e+07 Si V           5.6   2s2 2p5 3p 1P1 - 2s2 2p5 4s 3P1
572.1930     6.78e+06 O V            5.4   2p 3p 1P1 - 2p 4d 1P1
572.2430     1.38e+08 S IV           5.1   3s.3p2 2P3/2 - 3s.3p(1P).4s 2P3/2
572.3350     2.28e+11 Ne V           5.5   2s2 2p2 3P2 - 2s 2p3 3D3
572.4300     2.63e+07 S IV           5.1   3s.3p2 2P3/2 - 3s.3p(1P).4s 2P1/2
572.5250     1.72e+06 Cl VI          5.4   3p2 3P0 - 3p 3d 3P1
572.5690     3.78e+05 K IX           5.8   4d 2D3/2 - 5p 2P1/2
572.6660     1.30e+06 Fe XIII        6.1   3s2 3p 3d 3P1 - 3s 3p2 3d 3F2
572.7480     1.88e+08 K VIII         5.7   3s 3p 3P2 - 3p2 3P1
572.7640     3.92e+05 Ca XI          5.9   2s2 2p5 3s 3P1 - 2s2 2p5 3p 3D1
572.9450     3.79e+07 N III          5.1   2p3 2D5/2 - 2s 2p 3p 2P3/2
572.9920     4.09e+06 N III          5.1   2p3 2D3/2 - 2s 2p 3p 2P3/2
573.1020     2.09e+07 N III          5.1   2p3 2D3/2 - 2s 2p 3p 2P1/2
573.2930     1.44e+06 Cl VI          5.4   3p2 3P1 - 3p 3d 3P0
573.5380     4.85e+08 Si III         4.8   3s 3p 3P0 - 3s 5d 3D1
573.9510     9.85e+08 Si III         4.8   3s 3p 3P1 - 3s 5d 3D2
573.9610     3.49e+08 Si III         4.8   3s 3p 3P1 - 3s 5d 3D1
574.0080     4.05e+10 Ca X           5.8   3s 2S1/2 - 3p 2P1/2
574.0600     1.44e+10 O III          5.0   2s 2p3 3D3 - 2s2 2p 3p 3D3
574.1380     3.23e+06 O IV           5.3   2s2 3d 2D3/2 - 2s 2p 4d 2D5/2
574.1530     1.68e+09 O III          5.0   2s 2p3 3D2 - 2s2 2p 3p 3D3
574.1750     6.83e+06 Ne V           5.6   2s2 2p 3p 1D2 - 2s2 2p 4d 3F2
574.1930     3.90e+07 O IV           5.3   2s2 3d 2D5/2 - 2s 2p 4d 2D5/2
574.2080     3.48e+05 S VII          5.8   2s2 2p5 3p 3D1 - 2s2 2p5 3d 1P1
574.2160     4.40e+05 Fe III         4.6   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 1D2
574.2810     3.47e+10 C III          4.9   2s 2p 1P1 - 2s 3d 1D2
574.4050     2.55e+07 O IV           5.3   2s2 3d 2D3/2 - 2s 2p 4d 2D3/2
574.4600     2.68e+06 O IV           5.3   2s2 3d 2D5/2 - 2s 2p 4d 2D3/2
574.5080     1.03e+06 Al V           5.6   2s2 2p4 3p 4D5/2 - 2s2 2p4 4s 4P5/2
574.6500     4.49e+09 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 1F3
574.7510     1.26e+06 Al V           5.6   2s2 2p4 3p 2D3/2 - 2s2 2p4 4s 2P1/2
574.7860     1.67e+09 O III          5.0   2s 2p3 3D3 - 2s2 2p 3p 3D2
574.8000     2.18e+09 Si III         4.8   3s 3p 3P2 - 3s 5d 3D3
574.8140     3.00e+08 Si III         4.8   3s 3p 3P2 - 3s 5d 3D2
574.8240     2.13e+07 Si III         4.8   3s 3p 3P2 - 3s 5d 3D1
574.8780     1.76e+07 S XI           6.1   2s2 2p2 3P2 - 2s 2p3 5S2
574.8800     7.90e+09 O III          5.0   2s 2p3 3D2 - 2s2 2p 3p 3D2
574.8950     1.62e+09 O III          5.0   2s 2p3 3D1 - 2s2 2p 3p 3D2
575.2520     8.74e+05 Fe III         4.6   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 3D3
575.3260     6.02e+06 O III          5.1   2s 2p3 3S1 - 2s2 2p 4p 1D2
575.3310     1.36e+09 O III          5.0   2s 2p3 3D2 - 2s2 2p 3p 3D1
575.3470     4.29e+09 O III          5.0   2s 2p3 3D1 - 2s2 2p 3p 3D1
575.4650     2.49e+06 Al V           5.6   2s2 2p4 3p 2D5/2 - 2s2 2p4 4s 2P3/2
575.6120     2.23e+08 Fe VIII        5.8   3s2 3p6 4s 2S1/2 - 3s2 3p5 3d2 2P3/2
575.8910     4.10e+05 Al IV          5.4   2s2 2p5 3p 3D1 - 2s2 2p5 4d 3F2
576.1430     3.42e+06 Cl VI          5.4   3s 3d 3D2 - 3s 4p 3P2
576.2320     2.72e+06 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 3P2
576.2460     1.93e+07 Cl VI          5.4   3s 3d 3D3 - 3s 4p 3P2
576.3980     2.39e+06 K X            5.9   2s2 2p5 3s 3P2 - 2s2 2p5 3p 3P2
576.4150     2.66e+06 Cl VI          5.4   3p2 3P1 - 3p 3d 3P2
576.4300     1.37e+06 S VI           5.8   2p5 3s 3p 4S3/2 - 2p5 3s 3d 4P5/2
576.5720     4.21e+08 O III          5.1   2s 2p3 3S1 - 2s2 2p 4p 3P2
576.6140     8.11e+06 Si V           5.6   2s2 2p5 3p 1P1 - 2s2 2p5 4s 3P2
576.7680     2.84e+05 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 1F3
576.8040     1.65e+07 O V            5.4   2p 3s 1P1 - 2p 4p 1D2
576.8990     2.81e+06 Si V           5.6   2s2 2p5 3p 3P2 - 2s2 2p5 4s 3P1
576.9190     9.86e+06 Ar IX          5.9   2s2 2p5 3p 3P2 - 2s2 2p5 3d 3P2
576.9320     2.56e+08 O III          5.1   2s 2p3 3S1 - 2s2 2p 4p 3P1
577.2290     8.35e+07 O III          5.1   2s 2p3 3S1 - 2s2 2p 4p 3P0
577.4140     1.59e+06 Cl VI          5.4   3s 3d 3D1 - 3s 4p 3P1
577.4640     4.82e+06 Cl VI          5.4   3s 3d 3D2 - 3s 4p 3P1
577.6240     1.13e+09 S V            5.2   3p2 1D2 - 3p 3d 1F3
577.8010     1.57e+07 Mg VIII        5.9   2s2 3s 2S1/2 - 2s 2p 3s 2P3/2
578.0050     4.25e+06 Cl VI          5.4   3s 3d 3D1 - 3s 4p 3P0
578.2580     1.61e+07 Si V           5.6   2s2 2p5 3p 3P0 - 2s2 2p5 4s 3P1
578.2650     4.23e+05 Fe XI          6.0   3s2 3p3 4s 3S1 - 3s2 3p3 4p 3D2
578.4360     2.68e+05 Mg IX          5.9   2s 3p 3P2 - 2p 3p 3S1
578.6030     2.95e+06 Mg VIII        5.9   2s 2p 3s 2P3/2 - 2s 2p 3p 2S1/2
578.6030     8.66e+05 Cl VI          5.4   3p2 3P2 - 3p 3d 3P1
578.7830     3.31e+05 S VII          5.8   2s2 2p5 4p 1S0 - 2s2 2p5 5d 1P1
578.8380     7.42e+05 Fe III         4.6   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 3D3
579.1030     4.23e+07 Fe X           5.9   3s2 3p4 4s 4P3/2 - 3s2 3p4 4p 2P3/2
579.4390     4.17e+05 C III          4.9   2p2 3P0 - 2p 3s 1P1
579.4800     6.88e+06 S VI           5.7   4p 2P1/2 - 6s 2S1/2
579.5290     6.71e+05 Al V           5.7   2s2 2p4 3p 2P3/2 - 2s2 2p4 4s 2S1/2
579.5360     3.42e+05 C III          4.9   2p2 3P1 - 2p 3s 1P1
579.6960     3.02e+05 C III          4.9   2p2 3P2 - 2p 3s 1P1
579.7300     3.21e+05 Al V           5.7   2s2 2p4 3p 2P1/2 - 2s2 2p4 4s 2S1/2
579.7400     4.34e+05 Ar VII         5.6   3p 4p 1P1 - 3p 5s 1P1
580.4020     3.64e+09 O II           4.8   2s2.2p3 2P3/2 - 2s.2p4 2P1/2
580.4090     6.18e+09 O II           4.8   2s2.2p3 2P1/2 - 2s.2p4 2P1/2
580.4400     2.31e+06 Cl VI          5.4   3p2 3P2 - 3p 3d 3P2
580.6590     5.93e+05 Ar VII         5.6   3p2 3P2 - 3p 3d 3F3
580.7640     6.73e+05 Fe III         4.6   3s2 3p6 3d6 3P1 - 3s2 3p6 3d5 4p 3D2
580.8020     6.48e+05 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 3D3
580.8750     7.56e+08 Si XI          6.1   2s2 1S0 - 2s 2p 3P1
580.9040     1.21e+07 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 3D2
580.9700     1.54e+10 O II           4.8   2s2.2p3 2P3/2 - 2s.2p4 2P3/2
580.9770     3.10e+09 O II           4.8   2s2.2p3 2P1/2 - 2s.2p4 2P3/2
581.0220     1.39e+07 S VI           5.7   4p 2P3/2 - 6s 2S1/2
581.1720     3.21e+05 Al IV          5.4   2s2 2p5 3p 3D2 - 2s2 2p5 4d 1D2
581.1760     4.54e+05 Ne VI          5.7   2s 2p 3p 4P3/2 - 2p2 3p 4P5/2
581.3370     3.06e+05 Mg IV          5.4   2s2 2p4 3p 4P5/2 - 2s2 2p4 4d 4P5/2
581.3890     1.17e+06 K VIII         5.8   3p 3d 1P1 - 3d2 1D2
581.4700     3.94e+08 Cl VI          5.4   3s 3p 1P1 - 3s 3d 1D2
581.4780     3.78e+07 Si V           5.6   2s2 2p5 3p 3P2 - 2s2 2p5 4s 3P2
581.7610     1.28e+07 Ca XI          5.9   2s2 2p5 3s 3P1 - 2s2 2p5 3p 1P1
581.9130     3.01e+06 Al IV          5.4   2s2 2p5 3p 3D3 - 2s2 2p5 4d 3F4
581.9230     5.31e+06 Si VII         5.8   2s2.2p3(4S).3s 3S1 - 2s2.2p3(2P).3p 3S1
582.1420     3.76e+06 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3D3
582.1560     3.80e+09 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 1D2
582.3090     2.79e+07 N III          5.1   2p3 2D5/2 - 2s 2p 4p 2P3/2
582.3570     4.37e+05 N III          5.1   2p3 2D3/2 - 2s 2p 4p 2P3/2
582.3750     3.18e+05 Al IV          5.4   2s2 2p5 3p 3D3 - 2s2 2p5 4d 3P2
582.3930     4.67e+05 Al V           5.6   2s2 2p4 3p 2D3/2 - 2s2 2p4 4s 2P3/2
582.4450     4.13e+06 Ne VI          5.7   2s 2p 3d 2P3/2 - 2s 2p 4p 2D5/2
582.5550     1.48e+07 N III          5.1   2p3 2D3/2 - 2s 2p 4p 2P1/2
582.6110     1.51e+06 Ne VI          5.7   2s 2p 3p 4P5/2 - 2p2 3p 4P5/2
582.6700     5.45e+05 Ne VI          5.7   2s 2p 3p 4P1/2 - 2p2 3p 4P3/2
582.8320     2.42e+10 Ca VIII        5.8   3s2.3p 2P1/2 - 3s.3p2 2D3/2
583.1810     7.83e+05 Mg IV          5.4   2s2 2p4 3p 4P3/2 - 2s2 2p4 4d 4P5/2
583.2370     2.25e+06 Ne V           5.6   2s2 2p 3d 3D3 - 2s 2p2 3d 3F4
583.4480     3.75e+06 Fe VIII        5.8   3s2 3p5 3d2 2D5/2 - 3s2 3p6 4d 2D5/2
583.5810     1.66e+06 Al IV          5.4   2s2 2p5 3p 3D2 - 2s2 2p5 4d 3F3
583.6010     1.74e+07 N IV           5.2   2s 3p 1P1 - 2s 6d 1D2
583.6420     2.92e+05 Fe III         4.6   3s2 3p6 3d6 3P0 - 3s2 3p6 3d5 4p 3D1
583.7400     7.76e+05 S VI           5.8   2p5 3s 3p 4S3/2 - 2p5 3s 3d 4P3/2
583.7890     2.64e+05 Ne VI          5.7   2s 2p 3p 4P3/2 - 2p2 3p 4P3/2
583.9250     2.55e+07 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 3F3
584.0750     2.92e+06 Ne VI          5.7   2s 2p 3p 2D5/2 - 2p2 3p 2D5/2
584.0920     1.97e+06 Ne VI          5.7   2s 2p 3p 2D3/2 - 2p2 3p 2D3/2
584.1280     6.17e+08 N II           4.7   2s2.2p2 1D2 - 2s2.2p.3d 3F2
584.1690     5.78e+06 O III          5.1   2s 2p3 1P1 - 2s2 2p 4f 1D2
584.1950     2.81e+06 Fe III         4.6   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3D2
584.2380     4.05e+05 Ne V           5.6   2s2 2p 3p 1D2 - 2s 2p2 3p 1P1
584.2830     6.61e+05 Fe III         4.6   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 3F4
584.3320     4.10e+05 Al V           5.6   2s2 2p4 3p 2P3/2 - 2s2 2p4 4s 2P1/2
584.3340     1.64e+12 He I           4.4   1s2 1S0 - 1s.2p 1P1
584.4260     7.53e+07 K VIII         5.7   3s 3p 3P1 - 3p2 1D2
584.7410     9.81e+05 O III          5.1   2s 2p3 1P1 - 2s2 2p 4f 3D2
584.8880     2.93e+05 P XI           6.1   2s2 2p 2P3/2 - 2s 2p2 4P3/2
584.9010     6.50e+05 K VIII         5.7   3s 3d 3D2 - 3p 3d 3D3
584.9040     1.89e+07 Si V           5.6   2s2 2p5 3p 3P1 - 2s2 2p5 4s 3P2
584.9250     7.85e+07 Fe XI          6.0   3s2 3p3 3d 3D3 - 3s 3p4 3d 3F4
584.9600     6.81e+07 S IV           5.1   3s.3p2 2D3/2 - 3s.3p(3P).3d 2P1/2
585.0860     5.15e+06 Fe VIII        5.8   3s2 3p5 3d2 2D5/2 - 3s2 3p6 4d 2D3/2
585.1210     2.56e+06 O III          5.0   2s 2p3 3D2 - 2s2 2p 3p 1P1
585.1370     2.71e+07 O III          5.0   2s 2p3 3D1 - 2s2 2p 3p 1P1
585.1610     7.77e+05 K VIII         5.7   3s 3d 3D1 - 3p 3d 3D2
585.2360     6.41e+05 Ne VI          5.7   2s 2p 3p 4P5/2 - 2p2 3p 4P3/2
585.2650     3.63e+09 C III          4.9   2p2 3P1 - 2p 3s 3P2
585.3500     4.26e+06 K VIII         5.7   3s 3d 3D3 - 3p 3d 3D3
585.4010     2.72e+09 C III          4.9   2p2 3P0 - 2p 3s 3P1
585.4280     1.09e+10 C III          4.9   2p2 3P2 - 2p 3s 3P2
585.4320     3.69e+06 K VIII         5.7   3s 3d 3D2 - 3p 3d 3D2
585.4990     2.03e+09 C III          4.9   2p2 3P1 - 2p 3s 3P1
585.5500     1.13e+07 S IV           5.1   3s.3p2 2D3/2 - 3s.3p(3P).3d 2P3/2
585.5910     7.77e+05 Al IV          5.4   2s2 2p5 3p 3D1 - 2s2 2p5 4d 1D2
585.6100     2.89e+09 C III          4.9   2p2 3P1 - 2p 3s 3P0
585.6170     7.10e+06 Mg VIII        5.9   2s2 3s 2S1/2 - 2s 2p 3s 2P1/2
585.6290     5.92e+05 Al V           5.6   2s2 2p4 3p 2S1/2 - 2s2 2p4 4s 2P3/2
585.6620     3.40e+09 C III          4.9   2p2 3P2 - 2p 3s 3P1
585.7120     1.03e+08 S IV           5.1   3s.3p2 2D5/2 - 3s.3p(3P).3d 2P3/2
585.7480     1.37e+11 Ar VII         5.6   3s2 1S0 - 3s 3p 1P1
585.8600     1.71e+06 Fe III         4.6   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4p 3D1
586.1050     3.35e+05 N IV           5.2   2p 2p 1S0 - 2s 3p 3P1
586.3730     9.83e+07 Fe VIII        5.8   3s2 3p6 4s 2S1/2 - 3s2 3p5 3d2 2P1/2
586.7860     2.70e+05 Mg IX          5.9   2s 4d 1D2 - 2p 4d 1P1
586.8060     2.13e+06 K VIII         5.7   3s 3d 3D1 - 3p 3d 3D1
586.8990     3.21e+07 Ne V           5.6   2s2 2p 3p 1P1 - 2s2 2p 4s 1P1
587.1950     1.96e+07 N III          5.1   2p3 2D5/2 - 2s 2p 3p 2D5/2
587.2450     1.38e+06 N III          5.1   2p3 2D3/2 - 2s 2p 3p 2D5/2
587.3470     1.49e+07 N III          5.1   2p3 2D3/2 - 2s 2p 3p 2D3/2
587.6490     5.34e+06 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3F4
587.7400     6.01e+05 S VI           5.8   2p5 3s 3p 4S3/2 - 2p5 3s 3d 4P1/2
588.3180     1.66e+06 O VI           5.8   1s2.4p 2P1/2 - 1s2.7d 2D3/2
588.3390     1.22e+06 S X            6.1   2s2.2p2(3P).3s 2P3/2 - 2s2.2p2(1D).3p 2D5/2
588.3900     6.72e+05 Al V           5.6   2s2 2p4 3p 2P1/2 - 2s2 2p4 4s 2P1/2
588.4560     2.91e+06 O VI           5.8   1s2.4p 2P3/2 - 1s2.7d 2D5/2
588.4710     3.06e+05 Fe III         4.6   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3F4
588.5390     3.30e+05 O VI           5.8   1s2.4p 2P3/2 - 1s2.7d 2D3/2
589.1650     3.51e+06 P IV           5.1   3p2 1D2 - 3p 4s 1P1
589.3910     6.98e+05 Al IV          5.4   2s2 2p5 3p 1P1 - 2s2 2p5 4d 3F2
589.7690     4.58e+07 Fe VIII        5.8   3s2 3p5 3d2 4S3/2 - 3s2 3p6 4d 2D5/2
590.0780     1.33e+06 Al V           5.6   2s2 2p4 3p 2D3/2 - 2s2 2p4 4s 2D3/2
590.5240     1.30e+07 Ar IX          5.9   2s2 2p5 3s 3P2 - 2s2 2p5 3p 3P1
590.7830     5.69e+07 Si VII         5.8   2s2.2p3(4S).3s 3S1 - 2s2.2p3(2D).3p 3P0
590.9070     1.23e+06 Ar IX          5.9   2s2 2p5 3p 3P2 - 2s2 2p5 3d 3P1
590.9820     1.99e+06 Al V           5.6   2s2 2p4 3p 2D5/2 - 2s2 2p4 4s 2D5/2
591.0620     1.36e+06 K VIII         5.7   3s 3d 3D1 - 3p 3d 3P0
591.1630     3.67e+06 Fe III         4.6   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4p 3F2
591.1810     1.86e+07 N IV           5.2   2p 2p 1S0 - 2s 3p 1P1
591.3870     1.59e+08 Si VII         5.8   2s2.2p3(4S).3s 3S1 - 2s2.2p3(2D).3p 3P1
591.4120     1.18e+08 He I           4.4   1s2 1S0 - 1s.2p 3P1
591.4430     5.13e+06 Fe VIII        5.8   3s2 3p5 3d2 4S3/2 - 3s2 3p6 4d 2D3/2
591.5090     4.13e+06 N IV           5.2   2s 3p 3P0 - 2s 6d 3D1
591.5650     8.64e+06 N IV           5.2   2s 3p 3P1 - 2s 6d 3D2
591.5650     3.09e+06 N IV           5.2   2s 3p 3P1 - 2s 6d 3D1
591.6130     1.20e+06 Al IV          5.4   2s2 2p5 3p 3P2 - 2s2 2p5 4d 1F3
591.6880     1.92e+07 N IV           5.2   2s 3p 3P2 - 2s 6d 3D3
591.6880     2.88e+06 N IV           5.2   2s 3p 3P2 - 2s 6d 3D2
591.7920     9.66e+05 C II           4.7   2s2 2p 2P1/2 - 2s2 4f 2F5/2
592.0140     2.47e+06 C II           4.7   2s2 2p 2P3/2 - 2s2 4f 2F7/2
592.2320     8.14e+05 Al V           5.6   2s2 2p4 3p 2P3/2 - 2s2 2p4 4s 2P3/2
592.5470     4.21e+05 Na VI          5.7   2s2 2p2 1D2 - 2s 2p3 3D1
592.6000     3.10e+08 Fe XII         6.1   3s 3p4 4P5/2 - 3s2 3p2 3d 4F9/2
592.6000     4.66e+07 Fe XII         6.1   3s2 3p2 3d 4P5/2 - 3s 3p3 3d 4D7/2
592.6450     1.60e+08 K VIII         5.7   3s 3p 3P2 - 3p2 1D2
592.6800     1.30e+06 Na VI          5.7   2s2 2p2 1D2 - 2s 2p3 3D2
593.0000     9.10e+06 Na VI          5.7   2s2 2p2 1D2 - 2s 2p3 3D3
